ruolo,nome,squadra,qt_fanta,ia,fascia_o_valore,note,sos,accoppiata,fv,pg,media,fmedia,gol,ass,amm,gol_subiti,p_med_aste,p_stat,p_gol_m,tr_media,tr_gol
C,Frendrup,Genoa,7,68.81,Titolare,,Affidabile,Juventus Bologna Como,0.6273880164227098,36,5.96,5.97,1,0,5,,0.8,3.777424823379082,1.480438521066208,-1,-1
C,Koopmeiners,Juventus,7,68.81,,Inaffidabile,,Torino Genoa Roma,0.553068529174734,29,5.64,5.55,0,0,5,,0.85,3.329956480594927,0,-1,-1
C,Rovella,Lazio,7,68.81,,Cartellini,Affidabile,Roma Fiorentina Torino,0.45471828547803955,11,5.73,5.64,0,1,2,,0.675,2.7378019570775916,0,-1,-1
C,Coulibaly L.,Lecce,7,68.81,Titolare,Cartellini,Affidabile,Parma Bologna Fiorentina,0.6651965597459211,33,6.05,6.29,3,1,4,,0.675,4.0050653366602225,4.441315563198624,1,1
C,Akinsanmiro,Monza,7,68.81,Titolare,Affidabile,,Lecce Venezia Atalanta,0.5492119011540779,23,5.8,5.8,0,1,2,,0.55,3.3067362053610587,0,1,1
C,Bernabè,Parma,7,68.81,Terza,Titolare,Bonus,Lecce Sassuolo Milan,0.6828739197215193,32,6.17,6.48,3,1,0,,3.075,4.111498511403303,4.441315563198624,1,1
C,Pisilli,Roma,7,68.81,Scomm.,Scommessa,Subentrante,Lazio Napoli Juventus,0.6170740673298039,22,6.09,6.48,2,4,3,,1.425,3.715325825134333,2.960877042132416,1,-1
C,Karlstrom,Udinese,7,68.81,Titolare,,Inaffidabile,Genoa Lecce Milan,0.6235548077465692,36,5.96,5.96,1,0,6,,0.65,3.754345553091125,1.480438521066208,1,1
C,Unai Gomez,Udinese,7,68.81,Scomm.,Scommessa,,Genoa Lecce Milan,0. N.D,,,,,,,,0.975, Prezzo N.D.,,,
C,Sow,Genoa,7,68.81,Quarta,Scommessa,,Juventus Bologna Como,,,,,,,,,0.675, Prezzo N.D.,,,
C,Elmas,Atalanta,7,68.81,Scomm.,Bonus,Subentrante,"Frosinone, Bologna Cagliari",,,,,,,,,1.075, Prezzo N.D.,,,
C,Monteiro J.,Lecce,7,68.81,,,,Parma Bologna Fiorentina,,,,,,,,,0.65, Prezzo N.D.,,,
C,Sarr P.,Juventus,7,68.81,Quarta,,,Torino Genoa Roma,,,,,,,,,1.325, Prezzo N.D.,,,
C,Braganca,Torino,6,66.78,,,,Juventus Lazio Lecce,,,,,,,,,0.5, Prezzo N.D.,,,
C,Pobega,Bologna,6,66.78,Titolare,Infortuni,,Atalanta Lecce Napoli,0.5848180104271965,23,5.83,6.17,3,1,2,,0.525,2.929061005224614,4.441315563198624,-1,1
C,Winks,Cagliari,6,66.78,Titolare,,,Atalanta Fiorentina Venezia,0. N.D,,,,,,,,0.525, Prezzo N.D.,,,
C,Fazzini,Cagliari,6,66.78,Quarta,Infortuni,Bonus,Atalanta Fiorentina Venezia,0.4890009368006146,12,5.88,5.83,0,0,2,,2.475,2.449161191965878,0,-1,-1
C,Milla,Como,6,66.78,Quarta,,,Fiorentina Frosinone Genoa,0. N.D,,,,,,,,1.4749999999999999, Prezzo N.D.,,,
C,Caqueret,Como,6,66.78,,Scommessa,Bonus,Fiorentina Frosinone Genoa,0.647434050897756,28,6.11,6.41,2,4,3,,0.6,3.2426734439214107,2.960877042132416,-1,-1
C,Liberali,Como,6,66.78,Scomm.,Scommessa,Bonus,Fiorentina Frosinone Genoa,0. N.D.,0,0,0,0,0,0,,1.8, Prezzo N.D.,0,,
C,Oulai,Fiorentina,6,66.78,Scomm.,Scommessa,,Cagliari Como Lazio,0. N.D,,,,,,,,0.975, Prezzo N.D.,,,
C,Zerbin,Frosinone,6,66.78,Scomm.,Scommessa,Bonus,Atalanta Como Napoli,0.5848576301083119,29,5.76,5.79,0,2,2,,0.6,2.92925944039748,0,-1,-1
C,Ellertsson,Genoa,6,66.78,Titolare,Scommessa,Subentrante,Juventus Bologna Como,0.6117144661458785,35,5.84,5.91,1,1,1,,0.6,3.0637719036916327,1.480438521066208,-1,-1
C,Zhegrova,Juventus,6,66.78,Scomm.,Scommessa,Bonus,Torino Genoa Roma,0.4984294944633611,12,5.96,5.96,0,0,1,,0.925,2.496384123019744,0,1,1
C,Pierotti,Lecce,6,66.78,Titolare,Bonus,Inaffidabile,Parma Bologna Fiorentina,0.6337288217277636,37,5.8,5.85,1,1,4,,0.7,3.1740308036235034,1.480438521066208,-1,-1
C,Pessina,Monza,6,66.78,Scomm.,Rigorista,Cartellini,Lecce Venezia Atalanta,0. N.D,,,,,,,,0.75, Prezzo N.D.,,,
C,Nicolussi Caviglia,Parma,6,66.78,,Cartellini,,Lecce Sassuolo Milan,0.5672556091778714,23,5.89,6.02,0,4,4,,0.625,2.841099718567369,0,-1,-1
C,Matic,Sassuolo,6,66.78,Titolare,Cartellini,,Inter Parma Bologna,0.5935840475126511,34,5.96,5.96,1,1,6,,0.65,2.972965701967113,1.480438521066208,1,1
C,Adzic,Sassuolo,6,66.78,Scomm.,Scommessa,Subentrante,Inter Parma Bologna,0.5055540716371921,4,6.12,6.88,1,0,0,,2.375,2.532067567794877,1.480438521066208,1,1
C,Bakola,Sassuolo,6,66.78,Quarta,Affidabile,,Inter Parma Bologna,0.466571601972522,3,6.17,6.17,0,0,0,,0.825,2.3368238684793767,0,1,1
C,Cacciamani,Torino,6,66.78,Quarta,Scommessa,,Juventus Lazio Lecce,0. N.D,,,,,,,,1.8, Prezzo N.D.,,,
C,Oristanio,Torino,6,66.78,Scomm.,Scommessa,Affidabile,Juventus Lazio Lecce,0.5401065156869627,18,5.78,5.92,1,0,1,,0.75,2.705123483818152,1.480438521066208,-1,-1
C,Piotrowski,Udinese,6,66.78,Titolare,Scommessa,Bonus,Genoa Lecce Milan,0.603545806829089,30,5.88,5.95,1,0,2,,0.675,3.022859173503492,1.480438521066208,1,1
C,Basic,Venezia,6,66.78,Quarta,Bonus,Affidabile,Cagliari Monza Bologna,0.6011870548597107,23,6.09,6.43,2,3,0,,0.725,3.0110453642648607,2.960877042132416,1,1
C,Tourè I.,Monza,6,66.78,,Scommessa,,Lecce Venezia Atalanta,,,,,,,,,0.525, Prezzo N.D.,,,
C,Amondarain,Bologna,5,64.25,,,,Atalanta Lecce Napoli,0. N.D,,,,,,,,0.6, Prezzo N.D.,,,
C,Felici,Cagliari,5,64.25,,Scommessa,Bonus,Atalanta Fiorentina Venezia,0.5431181306889855,11,6.05,6.55,2,1,3,,0.55,2.1809587435479574,2.960877042132416,1,1
C,Meichtry,Genoa,5,64.25,,Scommessa,,Juventus Bologna Como,0. N.D,,,,,,,,0.625, Prezzo N.D.,,,
C,Luis Henrique,Inter,5,64.25,Scomm.,Scommessa,Bonus,Milan Sassuolo Juventus,0.6056252024455082,27,5.89,6.06,1,2,1,,0.65,2.431963703570244,1.480438521066208,1,1
C,Dele-Bashiru,Lazio,5,64.25,,Bonus,Scommessa,Roma Fiorentina Torino,0.5543506608038743,21,5.69,5.83,1,0,0,,0.525,2.2260643722905575,1.480438521066208,-1,-1
C,Jashari,Milan,5,64.25,Scomm.,Scommessa,Affidabile,Inter Parma Cagliari,0.49543750515379875,12,5.71,5.79,0,1,0,,0.7,1.9894912316332234,0,1,1
C,Keita M.,Parma,5,64.25,Titolare,Inaffidabile,,Lecce Sassuolo Milan,0.6511190495376764,36,6.01,6.06,1,1,1,,0.6,2.6146499332997317,1.480438521066208,1,1
C,Fitz-Jim,Torino,5,64.25,Titolare,Scommessa,,Juventus Lazio Lecce,0. N.D,,,,,,,,0.925, Prezzo N.D.,,,
C,Gineitis,Torino,5,64.25,Titolare,Inaffidabile,Subentrante,Juventus Lazio Lecce,0.5619592663872554,27,5.87,5.81,0,1,5,,0.55,2.256617679086322,0,-1,-1
C,Busio,Venezia,5,64.25,Quarta,Titolare,Affidabile,Cagliari Monza Bologna,0. N.D,,,,,,,,1.4, Prezzo N.D.,,,
C,Sohm,Venezia,5,64.25,,Bonus,Subentrante,Cagliari Monza Bologna,0.5415903615987046,24,5.65,5.62,0,1,3,,0.575,2.174823795794798,0,-1,-1
C,Perez K.,Venezia,5,64.25,Scomm.,Scommessa,Subentrante,Cagliari Monza Bologna,0. N.D,,,,,,,,0.6, Prezzo N.D.,,,
C,Cissè A.,Milan,5,64.25,Scomm.,Scommessa,,Inter Parma Cagliari,,,,,,,,,4.05, Prezzo N.D.,,,
C,De Roon,Roma,4,60.96,,Cartellini,Affidabile,Lazio Napoli Juventus,0.6004934719533125,34,5.97,6,1,2,6,,0.75,1.8303041025136961,1.480438521066208,-1,-1
C,Moro N.,Bologna,4,60.96,,,,Atalanta Lecce Napoli,0.6192415903891035,28,5.93,6.12,2,0,1,,0.55,1.8874483675059872,2.960877042132416,1,1
C,Dominguez B.,Sassuolo,4,60.96,Scomm.,Bonus,Subentrante,Inter Parma Bologna,0.5132026719063745,12,5.83,6.04,0,3,1,,0.65,1.5642417439706293,0,-1,-1
C,Addai,Como,4,60.96,,Bonus,Infortuni,Fiorentina Frosinone Genoa,0.5528984548223739,12,5.96,6.54,3,0,4,,0.575,1.6852344902985954,4.441315563198624,1,1
C,Fabbian,Parma,4,60.96,,Affidabile,Subentrante,Lecce Sassuolo Milan,0.5782710236549199,22,5.8,6.05,2,0,2,,0.8,1.762570080100196,2.960877042132416,-1,-1
C,Cichella,Frosinone,4,60.96,,,,Atalanta Como Napoli,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,
C,Koutsoupias,Frosinone,4,60.96,,Scommessa,Cartellini,Atalanta Como Napoli,0. N.D,,,,,,,,0.525, Prezzo N.D.,,,
C,Fini ,Frosinone,4,60.96,,,,Atalanta Como Napoli,0. N.D,,,,,,,,In aggiorn., Prezzo N.D.,,,
C,Amorim,Genoa,4,60.96,,,,Juventus Bologna Como,0.4676864345523173,9,5.72,5.67,0,0,1,,0.625,1.425508252515463,0,1,1
C,Messias,Genoa,4,60.96,Scomm.,Subentrante,Scommessa,Juventus Bologna Como,0.6664237890790103,19,6.18,6.68,3,1,1,,0.6,2.0312597091128235,4.441315563198624,1,1
C,Traorè Hj.,Genoa,4,60.96,,Subentrante,Infortuni,Juventus Bologna Como,0. N.D,,,,,,,,0.625, Prezzo N.D.,,,
C,Mkhitaryan,Inter,4,60.96,,Affidabile,Bonus,Milan Sassuolo Juventus,0.6647373869689589,28,6.21,6.59,4,1,5,,0.7,2.0261195554813862,5.921754084264832,1,1
C,Douglas Luiz,Juventus,4,60.96,Scomm.,Scommessa,,Torino Genoa Roma,0. N.D.,0,0,0,0,0,0,,2.225, Prezzo N.D.,0,,
C,Cataldi,Lazio,4,60.96,,Cartellini,Infortuni,Roma Fiorentina Torino,0.691340724534814,27,6.07,6.41,3,3,6,,0.525,2.107206528382113,4.441315563198624,1,-1
C,Ngom,Lecce,4,60.96,,,,Parma Bologna Fiorentina,0.4872952605230676,13,5.69,5.65,0,0,1,,0.675,1.4852759540743101,0,1,1
C,Berisha M.,Lecce,4,60.96,Scomm.,Infortuni,Affidabile,Parma Bologna Fiorentina,0.5835735308785567,12,6.17,6.92,2,3,0,,0.65,1.778732122117841,2.960877042132416,1,1
C,Gandelman,Lecce,4,60.96,,Scommessa,,Parma Bologna Fiorentina,0.5740292966809255,16,5.97,6.41,2,1,0,,0.6,1.7496412962834607,2.960877042132416,1,1
C,Ricci S.,Como,4,60.96,,Affidabile,Cartellini,Fiorentina Frosinone Genoa,0.6158166531383225,28,6,6.18,1,3,3,,0.625,1.8770091587656066,1.480438521066208,1,-1
C,Loftus-Cheek,Milan,4,60.96,Scomm.,Bonus,Infortuni,Inter Parma Cagliari,0.6167362068916014,21,6.1,6.52,3,1,2,,1.175,1.8798119586056008,4.441315563198624,1,1
C,Folorunsho,Monza,4,60.96,Quarta,Bonus,Infortuni,Lecce Venezia Atalanta,0.6073026715280155,26,6.04,6.21,2,0,3,,0.75,1.8510585428173916,2.960877042132416,1,1
C,Almqvist,Parma,4,60.96,,Subentrante,,Lecce Sassuolo Milan,0.49377130902073973,9,5.94,6.06,0,1,0,,0.575,1.5050149498952148,0,1,-1
C,Ilkhan,Torino,4,60.96,,Inaffidabile,,Juventus Lazio Lecce,0.5207042750346353,17,5.82,6,1,2,2,,0.55,1.5871066303055688,1.480438521066208,1,1
C,Njie,Fiorentina,4,60.96,Scomm.,Scommessa,Affidabile,Cagliari Como Lazio,0.4833434544347571,9,6,5.94,0,0,1,,1.2750000000000001,1.4732308491171395,0,-1,-1
C,Miller L.,Udinese,4,60.96,,Scommessa,Calci Piazzati,Genoa Lecce Milan,0.5341796511536017,19,5.92,5.95,0,2,4,,0.525,1.6281795767161777,0,1,1
C,Grillitsch,Frosinone,4,60.96,,Cartellini,,Atalanta Como Napoli,,,,,,,,,0.5, Prezzo N.D.,,,
C,Massolin,Cagliari,4,60.96,,,,Atalanta Fiorentina Venezia,,,,,,,,,0.75, Prezzo N.D.,,,
C,Fernandez T.,Venezia,3,56.34,Scomm.,Scommessa,Affidabile,Cagliari Monza Bologna,,,,,,,,,0.55, Prezzo N.D.,,,
C,Sulemana I.,Sassuolo,3,56.34,,,,Inter Parma Bologna,0.5265380008818179,18,5.69,5.78,1,0,3,,0.475,1.1124431613630608,1.480438521066208,-1,-1
C,Deiola,Cagliari,3,56.34,Titolare,Cartellini,Inaffidabile,Atalanta Fiorentina Venezia,0.5392991728617575,20,5.98,5.95,0,1,3,,0.55,1.1394043274636785,0,-1,-1
C,Brescianini,Fiorentina,3,56.34,,Subentrante,Affidabile,Cagliari Como Lazio,0.5747949542804216,18,5.97,6.31,2,1,2,,0.65,1.2143980396559608,2.960877042132416,-1,-1
C,Gelli F.,Frosinone,3,56.34,,,,Atalanta Como Napoli,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,
C,Masini,Frosinone,3,56.34,,Scommessa,,Atalanta Como Napoli,0.536110573090077,21,5.98,5.9,0,1,5,,0.65,1.1326676132960602,0,-1,-1
C,Stankovic A.,Inter,3,56.34,,Scommessa,Subentrante,Milan Sassuolo Juventus,0. N.D,,,,,,,,0.7, Prezzo N.D.,,,
C,Gorter,Lecce,3,56.34,Titolare,,,Parma Bologna Fiorentina,0.41795387192807765,1,5.5,5.5,0,0,0,,0.55,0.8830320429160461,0,1,1
C,Maleh,Lecce,3,56.34,Titolare,Inaffidabile,Cartellini,Parma Bologna Fiorentina,0.5154950138330441,21,5.69,5.71,1,0,3,,0.65,1.0891120904757638,1.480438521066208,-1,1
C,Musah,Milan,3,56.34,Quarta,Scommessa,,Inter Parma Cagliari,0.5389384371377164,16,5.94,6.09,1,0,1,,0.6,1.1386421830627103,1.480438521066208,1,1
C,Colombo L.,Monza,3,56.34,,Subentrante,,Lecce Venezia Atalanta,0. N.D,,,,,,,,0.65, Prezzo N.D.,,,
C,Gilmour,Napoli,3,56.34,,Subentrante,Affidabile,Roma Bologna Frosinone,0.5321554838659299,13,6.08,6.27,1,0,1,,0.45,1.1243114985377434,1.480438521066208,1,1
C,Ordonez C.,Parma,3,56.34,,Inaffidabile,Cartellini,Lecce Sassuolo Milan,0.5211802995427413,21,5.79,5.81,1,0,3,,0.65,1.1011236778589266,1.480438521066208,1,1
C,Diallo O.,Parma,3,56.34,,Scommessa,Subentrante,Lecce Sassuolo Milan,0. N.D,,,,,,,,0.55, Prezzo N.D.,,,
C,Aboukhlal,Torino,3,56.34,,Inaffidabile,,Juventus Lazio Lecce,0.4682468666446574,11,5.77,5.64,0,0,4,,0.6,0.9892885675034998,0,1,1
C,Helgason,Venezia,3,56.34,,Scommessa,,Cagliari Monza Bologna,0.44056568846392474,4,5.62,5.62,0,0,0,,0.7,0.9308051583021572,0,-1,-1
C,Gagliardini,Cagliari,3,56.34,,Inaffidabile,,Atalanta Fiorentina Venezia,,,,,,,,,0.25, Prezzo N.D.,,,
C,El Azzouzi O.,Bologna,2,49.12,,,,Atalanta Lecce Napoli,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,
C,Fadera,Cagliari,2,49.12,Scomm.,Scommessa,Bonus,Atalanta Fiorentina Venezia,0.589937391927876,24,5.92,6.15,2,1,5,,0.65,0.7244431172874315,2.960877042132416,-1,1
C,Hasa,Frosinone,2,49.12,,,,Atalanta Como Napoli,0. N.D,,,,,,,,0.5, Prezzo N.D.,,,
C,Venturino,Genoa,2,49.12,,Subentrante,Bonus,Juventus Bologna Como,0.46999984785140836,7,5.86,5.86,0,0,0,,0.575,0.5771598131615294,0,-1,-1
C,Belahyane,Lazio,2,49.12,,Affidabile,Cartellini,Roma Fiorentina Torino,0.4697843053548711,11,5.77,5.82,0,2,1,,0.4,0.5768951269757816,0,1,-1
C,Ciurria,Monza,2,49.12,,Bonus,Subentrante,Lecce Venezia Atalanta,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,
C,Cremaschi,Parma,2,49.12,,,,Lecce Sassuolo Milan,0.4463803004765632,1,6,6,0,0,0,,0.45,0.5481550089852195,0,1,1
C,Boloca,Sassuolo,2,49.12,,Affidabile,,Inter Parma Bologna,0.4374302440970573,2,5.75,5.75,0,0,0,,0.5,0.5371643397511863,0,1,1
C,Lipani,Sassuolo,2,49.12,,,,Inter Parma Bologna,0.5417196879016458,21,5.93,5.9,0,1,3,,0.575,0.665231776743221,0,1,1
C,Zarraga,Udinese,2,49.12,,,,Genoa Lecce Milan,0.4710837495885347,10,5.75,5.7,0,0,2,,0.45,0.5784908444947205,0,-1,-1
C,Chakvetadze,Udinese,2,49.12,,Scommessa,,Genoa Lecce Milan,0. N.D,,,,,,,,0.525, Prezzo N.D.,,,
C,Duncan,Venezia,2,49.12,,Inaffidabile,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.575, Prezzo N.D.,,,
C,Forson O.,Monza,2,49.12,,Scommessa,Bonus,Lecce Venezia Atalanta,,,,,,,,,0.55, Prezzo N.D.,,,
C,Foe Ondoa,Monza,2,49.12,,Scommessa,,Lecce Venezia Atalanta,,,,,,,,,0.45, Prezzo N.D.,,,
C,Jovanovic,Udinese,2,49.12,,,,Genoa Lecce Milan,,,,,,,,,0.25, Prezzo N.D.,,,
C,Liteta,Cagliari,1,35.69,,,,Atalanta Fiorentina Venezia,0.44795655988653094,4,5.75,5.75,0,0,0,,0.5,0.19984462027937858,0,1,1
C,Lahdo,Como,1,35.69,,,,Fiorentina Frosinone Genoa,0. N.D.,0,0,0,0,0,0,,0.475, Prezzo N.D.,0,,
C,El Azzouzi A.,Frosinone,1,35.69,,Cartellini,,Atalanta Como Napoli,0. N.D,,,,,,,,0.45, Prezzo N.D.,,,
C,Kone B.,Frosinone,1,35.69,,,,Atalanta Como Napoli,0. N.D,,,,,,,,0.475, Prezzo N.D.,,,
C,Przyborek,Lazio,1,35.69,Top,,,Roma Fiorentina Torino,0. N.D.,0,0,0,0,0,0,,0.45, Prezzo N.D.,0,,
C,Kaba,Lecce,1,35.69,,Inaffidabile,,Parma Bologna Fiorentina,0.48131717330135154,11,5.77,5.73,0,0,1,,0.45,0.21472762393906544,0,-1,-1
C,Fofana Sa.,Lecce,1,35.69,,,,Parma Bologna Fiorentina,0.4232170298228145,2,5.5,5.5,0,0,0,,0.425,0.18880769742970308,0,1,1
C,Ilic,Lecce,1,35.69,Titolare,Affidabile,Infortuni,Parma Bologna Fiorentina,0.47293818734031945,8,6,5.88,0,0,2,,0.575,0.21098954882719997,0,-1,-1
C,Anjorin,Torino,1,35.69,,,,Juventus Lazio Lecce,0.47083582587342354,9,5.78,5.72,0,0,1,,0.425,0.21005163281778103,0,-1,-1
C,Dagasso,Venezia,1,35.69,,,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.45, Prezzo N.D.,,,
C,Laerke,Lecce,1,35.69,,Scommessa,,Parma Bologna Fiorentina,,,,,,,,,0.475, Prezzo N.D.,,,
C,Comotto,Milan,1,35.69,,,,Inter Parma Cagliari,,,,,,,,,0.825, Prezzo N.D.,,,
C,Mout,Monza,1,35.69,Titolare,Inaffidabile,,Lecce Venezia Atalanta,,,,,,,,,0.525, Prezzo N.D.,,,
C,Ciervo,Cagliari,1,35.69,,,,Atalanta Fiorentina Venezia,,,,,,,,,0.55, Prezzo N.D.,,,
A,Malen,Roma,38,93.48,Top,Bonus,Affidabile,Lazio Napoli Juventus,0.8219073805141517,18,6.72,8.97,14,2,1,,102.425,72.99030683393975,40.597592433361996,1,1
A,Martinez L.,Inter,33,90.42,Top,Titolare,Bonus,Milan Sassuolo Juventus,0.8483142133684727,30,6.42,8.25,17,6,4,,93.5,63.28127121754127,49.29707652622528,1,1
A,Thuram,Inter,28,87.36,Top,Affidabile,Titolare,Milan Sassuolo Juventus,0.8019201315903465,29,6.43,7.95,13,6,2,,64.57499999999999,49.03901988701287,37.697764402407564,1,-1
A,Hojlund,Napoli,28,87.36,Semi-Top,Titolare,Affidabile,Roma Bologna Frosinone,0.8436021115807509,33,6.21,7.44,12,5,1,,71.725,51.58795632738609,34.79793637145314,1,1
A,Ramos G.,Milan,27,86.94000000000001,Top,Titolare,Bonus,Inter Parma Cagliari,0. N.D,,,,,,,,79.05,ND,ND,,
A,Kolo Muani,Juventus,25,85.5,Top,Affidabile,Bonus,Torino Genoa Roma,0. N.D,,,,,,,,64.275,ND,ND,,
A,Kean,Como,24,84.96000000000001,Scomm.,Bonus,Infortuni,Fiorentina Frosinone Genoa,0.6934547785473387,26,5.88,6.77,8,1,4,,50,35.349550791229134,23.198624247635426,-1,-1
A,Woltemade,Juventus,23,84.18,Scomm.,Scommessa,Bonus,Torino Genoa Roma,,,,,,,,,33.825,ND,ND,,
A,Douvikas,Como,22,83.6,Semi-Top,Scommessa,Bonus,Fiorentina Frosinone Genoa,0.864671948721612,36,6.18,7.38,14,1,0,,38.800000000000004,39.757616202219715,40.597592433361996,1,1
A,Yildiz,Juventus,22,83.6,Scomm.,Affidabile,Titolare,Torino Genoa Roma,0.8321107739532783,35,6.39,7.3,10,6,2,,22.349999999999998,38.260453386371736,28.99828030954428,1,1
A,Scamacca,Atalanta,19,81.51,Terza,Infortuni,Bonus,"Frosinone, Bologna Cagliari",0.7353235309316348,22,6.18,7.55,10,1,2,,36.675,28.469704977962838,28.99828030954428,1,1
A,Berardi,Sassuolo,19,81.51,Terza,Titolare,Infortuni,Inter Parma Bologna,0.7201757691682208,26,6.31,7.19,8,4,2,,25.1,27.883225298828297,23.198624247635426,1,1
A,Davis K.,Udinese,19,81.51,Semi-Top,Infortuni,Bonus,Genoa Lecce Milan,0.7754322757317796,30,6.32,7.37,10,4,5,,34.5,30.02260527757625,28.99828030954428,1,1
A,Krstovic,Atalanta,18,80.64000000000001,Scomm.,Bonus,Subentrante,"Frosinone, Bologna Cagliari",0.7388284056614146,32,6.16,7.19,10,5,4,,26.075,26.810605184641414,28.99828030954428,1,-1
A,De Ketelaere,Atalanta,17,79.9,Terza,Bonus,Affidabile,"Frosinone, Bologna Cagliari",0.6391994565958053,31,6.21,6.6,3,5,4,,20.625,21.70561554735206,8.699484092863285,-1,-1
A,Esposito F.P.,Inter,17,79.9,Scomm.,Subentrante,Scommessa,Milan Sassuolo Juventus,0.70502292153975,31,6.26,7.02,7,3,1,,34.3,23.94081585818606,20.298796216680998,1,1
A,Dybala,Roma,16,79.2,Semi-Top,Calci Piazzati,Infortuni,Lazio Napoli Juventus,0.6656253733180739,21,6.26,6.74,2,7,0,,34.5,21.08701182671658,5.799656061908856,-1,-1
A,Dovbyk,Bologna,15,78.3,Scomm.,Bonus,Infortuni,Atalanta Lecce Napoli,0.5448192190603859,13,6,6.77,3,1,0,,17.375,15.99725431966058,8.699484092863285,-1,-1
A,Laurientè,Sassuolo,15,78.3,Terza,Bonus,Titolare,Inter Parma Bologna,0.749595661379039,37,6.23,6.99,7,9,4,,16.6,22.010002607242026,20.298796216680998,1,1
A,Beto,Fiorentina,14,77.42,Terza,Scommessa,Bonus,Cagliari Como Lazio,,,,,,,,,19.25,ND,ND,,
A,Raspadori,Atalanta,14,77.42,Terza,Affidabile,Bonus,"Frosinone, Bologna Cagliari",0.5509482874357919,13,6.12,6.88,3,1,0,,17.5,14.929045744647656,8.699484092863285,-1,-1
A,Santos A.,Napoli,14,77.42,Terza,Bonus,Affidabile,Roma Bologna Frosinone,0.5658430586016284,13,6.35,7.23,4,0,1,,16,15.332649358928325,11.599312123817713,1,1
A,Pellegrino M.,Fiorentina,14,77.42,Scomm.,Bonus,,Cagliari Como Lazio,0.7518677954994623,37,5.99,6.65,9,0,5,,16.049999999999997,20.373361654648928,26.098452278589853,-1,1
A,Castro S.,Roma,14,77.42,Scomm.,Subentrante,Bonus,Lazio Napoli Juventus,0.6808557811802601,35,5.93,6.51,7,1,3,,12.325,18.44914910264151,20.298796216680998,-1,-1
A,Simeone,Torino,14,77.42,Semi-Top,Bonus,Titolare,Juventus Lazio Lecce,0.7368683679838367,32,6.08,7.09,11,0,1,,28.35,19.966922167258026,31.89810834049871,1,1
A,Soulè,Roma,13,76.44,Scomm.,Affidabile,Bonus,Lazio Napoli Juventus,0.7010691519327934,32,6.12,6.83,6,5,1,,8.95,17.416660941466386,17.39896818572657,1,1
A,Esposito Se.,Sassuolo,12,75.48,Scomm.,Affidabile,Scommessa,Inter Parma Bologna,0.7524369355266072,36,6.26,6.88,7,4,6,,10.175,17.038181968064492,20.298796216680998,1,-1
A,Diao,Como,12,75.48,Terza,Infortuni,Bonus,Fiorentina Frosinone Genoa,0.5274092789584635,16,6,6.38,2,1,2,,11.575000000000001,11.942655712735446,5.799656061908856,-1,-1
A,Pinamonti,Lazio,12,75.48,Terza,Inaffidabile,Bonus,Roma Fiorentina Torino,0.742499432581859,34,5.88,6.62,9,3,2,,26.05,16.813157151383614,26.098452278589853,-1,-1
A,Kevin Carlos,Cagliari,12,75.48,Scomm.,Scommessa,,Atalanta Fiorentina Venezia,,,,,,,,,2.9499999999999997,ND,ND,,
A,Colombo,Genoa,11,74.47,Terza,Rigorista,Titolare,Juventus Bologna Como,0.7450403943454756,37,5.92,6.41,7,1,2,,14.825,15.257868495899583,20.298796216680998,1,1
A,Adams A.,Venezia,11,74.47,Quarta,Scommessa,,Cagliari Monza Bologna,0. N.D,,,,,,,,8.075000000000001,ND,ND,,
A,Adams C.,Torino,10,73.3,Quarta,Bonus,Scommessa,Juventus Lazio Lecce,0.6876447080912308,32,5.98,6.64,6,3,0,,3.75,12.601089275771802,17.39896818572657,-1,-1
A,Tourè E.,Parma,10,73.3,Quarta,Scommessa,Infortuni,Lecce Sassuolo Milan,,,,,,,,,5.95,ND,ND,,
A,Romero D.,Parma,10,73.3,Quarta,Scommessa,,Lecce Sassuolo Milan,,,,,,,,,3.8249999999999997,ND,ND,,
A,Raimondo,Frosinone,9,72,Quarta,Scommessa,,Atalanta Como Napoli,0.4231713303878252,1,6,6,0,0,0,,3.625,6.8553755522827675,0,-1,-1
A,Cutrone,Monza,9,72,Scomm.,Scommessa,Affidabile,Lecce Venezia Atalanta,0.49303161886928765,14,5.71,5.93,1,0,0,,2.2,7.98711222568246,2.899828030954428,-1,-1
A,Bowie,Sassuolo,9,72,Terza,Scommessa,Bonus,Inter Parma Bologna,0.549296709912035,14,5.96,6.79,4,0,1,,5.125,8.898606700574966,11.599312123817713,1,1
A,Yeboah J.,Venezia,9,72,Quarta,Affidabile,Bonus,Cagliari Monza Bologna,0. N.D,,,,,,,,4.15,ND,ND,,
A,Bobcek,Frosinone,9,72,Scomm.,Scommessa,,Atalanta Como Napoli,,,,,,,,,0.975,ND,ND,,
A,Piccoli,Bologna,8,70.48,Quarta,Scommessa,Subentrante,Atalanta Lecce Napoli,0.6052595551695086,27,5.78,6.24,4,1,1,,6.8500000000000005,8.531738689669393,11.599312123817713,-1,-1
