ruolo,nome,squadra,qt_a,and_med,and_gol,rating_fv,s1_pg,s1_mv,s1_mf,s1_gf,s1_rc,s1_rpiu,s1_rmeno,s1_ass,s1_asf,s1_amm,s1_esp,s1_au,s2_pg,s2_mv,s2_mf,s2_gf,s2_rc,s2_rpiu,s2_rmeno,s2_ass,s2_asf,s2_amm,s2_esp,s2_au
C,Chakvetadze,Udinese,2,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
C,Duncan,Venezia,2,,,0. N.D,,,,,,,,,,,,,14,5.86,5.79,0,0,0,0,2,,2,0,0
C,Fadera,Cagliari,2,-1,1,0.589937391927876,24,5.92,6.15,2,0,0,0,1,,5,0,0,24,6,6.19,1,0,0,0,1,,1,1,0
C,Masini,Frosinone,3,-1,-1,0.536110573090077,21,5.98,5.9,0,0,0,0,1,,5,0,0,18,6.06,6.17,1,0,0,0,2,,2,0,0
C,Venturino,Genoa,2,-1,-1,0.46999984785140836,7,5.86,5.86,0,0,0,0,0,,0,0,0,3,6.83,8.83,2,0,0,0,0,,0,0,0
C,Maleh,Lecce,3,-1,1,0.5154950138330441,21,5.69,5.71,1,0,0,0,0,,3,1,0,22,5.82,5.75,0,0,0,0,3,,3,1,0
C,Musah,Milan,3,1,1,0.5389384371377164,16,5.94,6.09,1,0,0,0,0,,1,0,0,26,5.69,5.67,0,0,0,0,5,,5,0,0
C,Ordonez C.,Parma,3,1,1,0.5211802995427413,21,5.79,5.81,1,0,0,0,0,,3,1,0,,,,,,,,,,,,
C,Boloca,Sassuolo,2,1,1,0.4374302440970573,2,5.75,5.75,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
C,Lipani,Sassuolo,2,1,1,0.5417196879016458,21,5.93,5.9,0,0,0,0,1,,3,0,0,,,,,,,,,,,,
C,El Azzouzi A.,Frosinone,1,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
C,Kone B.,Frosinone,1,,,0. N.D,,,,,,,,,,,,,1,6,6,0,0,0,0,1,,1,0,0
C,Kaba,Lecce,1,-1,-1,0.48131717330135154,11,5.77,5.73,0,0,0,0,0,,1,0,0,12,5.88,5.83,0,0,0,0,1,,1,0,0
,Camara A.,,,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
,Bjarkason,,,,,0. N.D,,,,,,,,,,,,,4,5.88,5.75,0,0,0,0,2,,2,0,0
C,Dagasso,Venezia,1,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
C,Liteta,Cagliari,1,1,1,0.44795655988653094,4,5.75,5.75,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
C,Lahdo,Como,1,,,0. N.D.,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
C,Belahyane,Lazio,2,1,-1,0.4697843053548711,11,5.77,5.82,0,0,0,0,2,,1,1,0,26,5.77,5.69,0,0,0,0,4,,4,2,0
C,Przyborek,Lazio,1,,,0. N.D.,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
C,Gorter,Lecce,3,1,1,0.41795387192807765,1,5.5,5.5,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
C,Fofana Sa.,Lecce,1,1,1,0.4232170298228145,2,5.5,5.5,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
C,Cremaschi,Parma,2,1,1,0.4463803004765632,1,6,6,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
,Iannoni,,,1,1,False,5,6,6.5,1,0,0,0,0,,3,0,0,,,,,,,,,,,,
C,Ilic,Lecce,1,-1,-1,0.47293818734031945,8,6,5.88,0,0,0,0,0,,2,0,0,16,5.91,5.97,1,0,0,0,4,,4,0,0
C,Anjorin,Torino,1,-1,-1,0.47083582587342354,9,5.78,5.72,0,0,0,0,0,,1,0,0,22,6.3,6.64,2,0,0,0,3,,3,0,0
C,Zarraga,Udinese,2,-1,-1,0.4710837495885347,10,5.75,5.7,0,0,0,0,0,,2,0,0,18,5.78,5.94,1,0,0,0,0,,0,0,0
A,Martinez L.,Inter,33,1,1,0.8483142133684727,30,6.42,8.25,17,0,0,0,6,,4,0,0,31,6.19,7.44,12,0,0,0,1,,1,0,0
A,Malen,Roma,38,1,1,0.8219073805141517,18,6.72,8.97,14,4,3,1,2,,1,0,0,,,,,,,,,,,,
A,Thuram,Inter,28,1,-1,0.8019201315903465,29,6.43,7.95,13,0,0,0,6,,2,0,0,32,6.33,7.75,14,0,0,0,1,,1,0,0
A,Hojlund,Napoli,28,1,1,0.8436021115807509,33,6.21,7.44,12,1,1,0,5,,1,0,0,,,,,,,,,,,,
A,Ramos G.,Milan,27,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Kolo Muani,Juventus,25,,,0. N.D,,,,,,,,,,,,,16,6.22,7.78,8,1,1,0,0,,0,0,0
A,Kean,Como,24,-1,-1,0.6934547785473387,26,5.88,6.77,8,2,2,0,1,,4,0,0,32,6.42,8.08,19,2,1,1,6,,6,0,0
A,Yildiz,Juventus,22,1,1,0.8321107739532783,35,6.39,7.3,10,2,1,1,6,,2,0,0,34,6.34,7.01,7,0,0,0,2,,2,1,0
A,Douvikas,Como,22,1,1,0.864671948721612,36,6.18,7.38,14,1,1,0,1,,0,0,0,12,6.21,6.75,2,0,0,0,1,,1,0,0
A,Scamacca,Atalanta,19,1,1,0.7353235309316348,22,6.18,7.55,10,2,2,0,1,,2,0,0,0,0,0,0,0,0,0,0,,0,0,0
A,Davis K.,Udinese,19,1,1,0.7754322757317796,30,6.32,7.37,10,4,4,0,4,,5,0,0,16,6,6.38,2,0,0,0,2,,2,0,0
A,Krstovic,Atalanta,18,1,-1,0.7388284056614146,32,6.16,7.19,10,0,0,0,5,,4,0,0,37,6.05,6.92,11,3,2,1,6,,6,0,0
,Leao,,,-1,1,False,28,5.88,6.86,9,2,2,0,3,,5,0,0,34,6.19,7.06,8,0,0,0,5,,5,0,0
A,Berardi,Sassuolo,19,1,1,0.7201757691682208,26,6.31,7.19,8,3,2,1,4,,2,1,0,,,,,,,,,,,,
A,De Ketelaere,Atalanta,17,-1,-1,0.6391994565958053,31,6.21,6.6,3,0,0,0,5,,4,0,0,34,6.19,6.94,7,0,0,0,1,,1,0,0
A,Dovbyk,Bologna,15,-1,-1,0.5448192190603859,13,6,6.77,3,0,0,0,1,,0,0,0,32,6,7.19,12,2,2,0,0,,0,0,0
A,Esposito F.P.,Inter,17,1,1,0.70502292153975,31,6.26,7.02,7,0,0,0,3,,1,0,0,,,,,,,,,,,,
A,Pellegrino M.,Fiorentina,14,-1,1,0.7518677954994623,37,5.99,6.65,9,1,1,0,0,,5,0,0,11,6.14,6.86,3,0,0,0,2,,2,0,0
A,Laurientè,Sassuolo,15,1,1,0.749595661379039,37,6.23,6.99,7,0,0,0,9,,4,0,0,,,,,,,,,,,,
A,Simeone,Torino,14,1,1,0.7368683679838367,32,6.08,7.09,11,0,0,0,0,,1,0,0,19,5.92,6.11,1,0,0,0,1,,1,0,0
A,Santos A.,Napoli,14,1,1,0.5658430586016284,13,6.35,7.23,4,0,0,0,0,,1,0,0,,,,,,,,,,,,
A,Dybala,Roma,16,-1,-1,0.6656253733180739,21,6.26,6.74,2,1,0,1,7,,0,0,0,20,6.48,7.48,6,3,3,0,2,,2,0,0
A,Castro S.,Roma,14,-1,-1,0.6808557811802601,35,5.93,6.51,7,0,0,0,1,,3,0,0,33,6.17,6.76,8,1,0,1,8,,8,0,1
A,Raspadori,Atalanta,14,-1,-1,0.5509482874357919,13,6.12,6.88,3,0,0,0,1,,0,0,0,18,6.19,7.22,6,0,0,0,1,,1,0,0
A,Esposito Se.,Sassuolo,12,1,-1,0.7524369355266072,36,6.26,6.88,7,1,1,0,4,,6,0,0,33,6.17,6.79,8,2,1,1,1,,1,0,0
,Nkunku,,,1,1,False,26,5.94,6.87,7,5,5,0,3,,0,0,0,,,,,,,,,,,,
A,Pinamonti,Lazio,12,-1,-1,0.742499432581859,34,5.88,6.62,9,1,0,1,3,,2,1,0,36,5.96,6.68,10,1,0,1,4,,4,0,0
A,Adams A.,Venezia,11,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Soulè,Roma,13,1,1,0.7010691519327934,32,6.12,6.83,6,0,0,0,5,,1,0,0,,,,,,,,,,,,
A,Diao,Como,12,-1,-1,0.5274092789584635,16,6,6.38,2,0,0,0,1,,2,0,0,14,6.5,7.93,7,0,0,0,2,,2,0,0
A,Colombo,Genoa,11,1,1,0.7450403943454756,37,5.92,6.41,7,2,1,1,1,,2,0,0,36,5.9,6.39,6,1,1,0,3,,3,1,0
,Dia,,,-1,-1,False,25,5.68,5.86,1,0,0,0,2,,1,0,0,35,6.01,6.87,9,0,0,0,2,,2,0,0
,Ratkov,,,1,1,False,7,5.64,5.64,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
,Lukaku,,,1,-1,False,1,7,9.5,1,0,0,0,0,,1,0,0,36,6.29,7.57,14,4,3,1,4,,4,0,0
A,Bowie,Sassuolo,9,1,1,0.549296709912035,14,5.96,6.79,4,0,0,0,0,,1,0,0,,,,,,,,,,,,
A,Ghedjemis,Frosinone,8,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Geubbels,Lecce,8,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Cutrone,Monza,9,-1,-1,0.49303161886928765,14,5.71,5.93,1,0,0,0,0,,0,0,0,33,6.02,6.67,7,1,0,1,1,,1,0,0
,David,,,1,1,False,30,5.77,6.33,6,1,0,1,2,,0,0,0,,,,,,,,,,,,
A,Adams C.,Torino,10,-1,-1,0.6876447080912308,32,5.98,6.64,6,0,0,0,3,,0,0,0,35,6,6.76,9,1,0,1,3,,3,0,0
A,Yeboah J.,Venezia,9,,,0. N.D,,,,,,,,,,,,,28,5.91,5.98,1,0,0,0,6,,6,0,0
A,Rrahmani Al.,Venezia,7,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
,Dallinga,,,-1,-1,False,19,5.82,6.13,2,0,0,0,1,,2,0,0,23,5.96,6.41,3,0,0,0,1,,1,0,0
A,Piccoli,Bologna,8,-1,-1,0.6052595551695086,27,5.78,6.24,4,0,0,0,1,,1,0,0,37,6,6.76,10,1,1,0,6,,6,0,0
A,Vitinha O.,Genoa,8,1,1,0.6216261007025347,31,5.95,6.39,5,0,0,0,1,,5,0,0,22,5.89,6.25,2,0,0,0,2,,2,0,0
A,Raimondo,Frosinone,9,-1,-1,0.4231713303878252,1,6,6,0,0,0,0,0,,0,0,0,1,6,6,0,0,0,0,0,,0,0,0
A,Bonny,Inter,7,1,-1,0.6583353566602985,27,6.15,6.83,5,0,0,0,4,,1,0,0,37,6.03,6.51,6,3,2,1,2,,2,0,0
A,Stulic,Lecce,6,1,1,0.6612405730061965,30,5.73,6.12,4,1,1,0,0,,1,0,0,,,,,,,,,,,,
A,Zapata D.,Torino,6,-1,-1,0.6276759312876897,23,5.83,6.13,3,1,0,1,1,,0,0,0,7,6.57,7.79,3,0,0,0,1,,1,0,0
,Mutandwa,,,,,0. N.D,,,,,,,,,,,,,5,5.9,5.9,0,0,0,0,0,,0,0,0
A,Neres,Napoli,6,1,1,0.5602877550911847,16,6.19,6.84,3,0,0,0,3,,3,0,0,25,6.32,6.72,2,0,0,0,2,,2,0,0
A,Sulemana K.,Atalanta,6,1,1,0.5380177373897652,21,6,6.24,2,0,0,0,1,,4,0,0,,,,,,,,,,,,
A,Boga,Juventus,7,1,1,0.5647538234863488,13,6.19,7.15,4,0,0,0,1,,1,0,0,,,,,,,,,,,,
A,Noslin,Lazio,6,1,1,0.5591869961947521,23,6.02,6.5,4,0,0,0,2,,4,1,0,19,6,6.37,2,0,0,0,2,,2,0,0
,Gimenez,,,-1,-1,False,15,5.5,5.53,0,0,0,0,1,,2,0,0,12,5.88,6.75,5,1,0,1,3,,3,1,0
A,Maldini,Cagliari,5,-1,-1,0.5407774179485504,18,5.94,6.31,2,0,0,0,1,,1,0,0,27,6.02,6.59,6,0,0,0,5,,5,0,0
A,Mota,Monza,4,,,0. N.D,,,,,,,,,,,,,31,5.84,6.31,5,0,0,0,3,,3,0,0
A,Adorante,Venezia,4,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Camarda,Milan,4,-1,1,0.5499874857702169,18,5.67,5.64,1,1,0,1,0,,1,0,0,6,5.92,5.92,0,0,0,0,0,,0,0,0
A,Frigan,Parma,4,,,0. N.D.,0,0,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
A,Mendy P.,Cagliari,4,1,1,0.48969223075375934,8,5.94,6.62,2,0,0,0,0,,1,0,0,,,,,,,,,,,,
A,Kvernadze,Frosinone,6,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Havel,Genoa,4,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Borrelli,Cagliari,4,1,1,0.602261721110944,26,5.92,6.46,5,0,0,0,1,,4,0,0,,,,,,,,,,,,
,Morata,,,-1,-1,False,17,5.5,5.21,0,1,0,1,0,,2,1,0,16,6.09,6.88,5,0,0,0,5,,5,0,0
A,Giovane,Napoli,4,1,1,0.6475027965608381,31,6,6.45,3,0,0,0,6,,2,0,0,,,,,,,,,,,,
A,Kulenovic,Torino,4,1,1,0.43427303223694974,7,5.71,5.79,0,0,0,0,1,,2,0,0,,,,,,,,,,,,
A,Gueye,Udinese,4,1,1,0.4768438771782904,13,5.77,5.92,1,0,0,0,0,,2,0,0,,,,,,,,,,,,
A,Varela G.,Monza,7,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Lang,Napoli,4,1,1,0.5105022499142541,14,6.04,6.32,1,0,0,0,2,,2,0,0,,,,,,,,,,,,
A,Lucca,Napoli,4,-1,-1,0.46237024679649397,9,5.72,6,1,0,0,0,0,,1,0,0,33,6.11,7.05,12,1,1,0,10,,10,0,0
,Kuhn,,,1,1,False,14,5.96,6.25,1,0,0,0,1,,0,0,0,,,,,,,,,,,,
A,Ekhator,Juventus,3,1,1,0.5712428920745365,25,5.96,6.28,3,0,0,0,0,,3,0,0,15,5.87,6.1,1,0,0,0,1,,1,0,0
A,N'Dri,Lecce,4,1,1,0.5088095903038372,17,5.82,6.09,2,0,0,0,0,,3,0,0,7,5.86,5.86,0,0,0,0,0,,0,0,0
A,Elphege,Parma,3,1,1,0.5092587695233637,8,6,6.88,2,0,0,0,1,,0,0,0,,,,,,,,,,,,
,Petagna,,,-1,-1,False,7,5.36,5.29,0,0,0,0,0,,1,0,0,7,5.36,5.29,0,0,0,0,1,,1,0,0
,Buksa ,,,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
,Azon,,,,,0. N.D.,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
A,Lisman,Venezia,1,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
A,Lauberbach,Venezia,1,,,0. N.D,,,,,,,,,,,,,,,,,,,,,,,,
,Albarracin,,,1,1,False,2,6,6,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
A,Trepy,Cagliari,1,1,1,0.416212696690179,3,5.67,5.67,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
,Vaz,,,1,1,False,7,5.93,6.36,1,0,0,0,0,,0,0,0,,,,,,,,,,,,
,Moro L.,,,1,1,False,6,5.58,5.5,0,0,0,0,0,,1,0,0,,,,,,,,,,,,
A,Bayo V.,Udinese,1,1,1,0.4752082095272545,12,5.75,5.83,0,0,0,0,1,,0,0,0,,,,,,,,,,,,
