id,stagione,squadra,ruolo,minuti,pg,mv,mf,gf,gs,rp,rc,rpiu,rmeno,ass,amm,esp,au
5319,2025-26,Bologna,C,1447,24,5.65,5.62,0,0,0,0,0,0,1,3,0,0
5320,2024-25,Torino,P,90,1,6.5,3.5,0,3,0,0,0,0,0,0,0,0
5320,2025-26,Torino,P,2610,29,6.09,4.52,0,45,0,0,0,0,0,1,0,0
5336,2024-25,Fiorentina,A,,0,0,0,0,0,0,0,0,0,0,0,0,0
5336,2025-26,Sassuolo,A,1514,27,5.96,6.26,4,0,0,3,2,1,1,2,1,0
5422,2024-25,Inter,C,963,19,6.03,6.21,1,0,0,0,0,0,2,3,0,0
5422,2025-26,Atalanta,C,1917,31,6.1,6.4,2,0,0,0,0,0,5,3,0,0
5427,2025-26,Napoli,D,1478,21,5.98,6.17,1,0,0,0,0,0,1,0,0,0
5436,2024-25,Venezia,A,71,1,6,6,0,0,0,0,0,0,0,0,0,0
5436,2025-26,Venezia,A,,1,6,6,0,0,0,0,0,0,0,0,0,0
5449,2024-25,Fiorentina,D,1107,20,6,6.22,2,0,0,0,0,0,0,3,0,0
5449,2025-26,Fiorentina,D,1550,23,6.02,5.98,1,0,0,0,0,0,1,6,0,1
5453,2024-25,Torino,C,2863,34,6.06,6.03,1,0,0,0,0,0,1,8,1,0
5453,2025-26,Milan,C,1273,28,6,6.18,1,0,0,0,0,0,3,3,0,0
5457,2024-25,Empoli,C,1524,22,5.82,5.75,0,0,0,0,0,0,1,3,1,0
5457,2025-26,Cremonese,C,1574,21,5.69,5.71,1,0,0,0,0,0,0,3,1,0
5481,2024-25,Napoli,D,691,10,5.7,5.65,0,0,0,0,0,0,0,2,0,0
5481,2025-26,Napoli,D,288,9,5.94,5.94,0,0,0,0,0,0,1,0,1,0
5485,2024-25,Venezia,C,153,4,5.88,5.75,0,0,0,0,0,0,0,2,0,0
5498,2024-25,Bologna,D,1036,15,5.63,5.53,0,0,0,0,0,0,1,1,0,1
5498,2025-26,Bologna,D,672,10,5.65,5.65,0,0,0,0,0,0,0,0,0,0
5500,2024-25,Parma,A,1453,25,5.76,6.04,3,0,0,0,0,0,0,2,1,0
5500,2025-26,Lazio,A,1740,28,5.93,6.29,4,0,0,0,0,0,1,6,0,0
5504,2024-25,Lecce,C,2687,37,5.96,6,1,0,0,0,0,0,0,3,0,0
5504,2025-26,Lecce,C,2708,33,6.05,6.29,3,0,0,0,0,0,1,4,0,0
5507,2024-25,Venezia,C,2537,31,5.9,6.03,2,0,0,0,0,0,0,4,0,0
5514,2024-25,Genoa,D,3036,36,6.06,6.18,3,0,0,0,0,0,0,9,0,0
5514,2025-26,Genoa,D,3219,36,6.08,6.14,1,0,0,0,0,0,0,2,0,0
5520,2024-25,Juventus,D,2227,32,6.09,6.31,2,0,0,0,0,0,3,4,0,0
5520,2025-26,Juventus,D,2846,36,5.81,5.99,3,0,0,0,0,0,4,3,1,2
5526,2024-25,Atalanta,D,284,4,5.5,5.25,0,0,0,0,0,0,0,2,0,0
5526,2025-26,Atalanta,D,1841,24,6.06,6.44,3,0,0,0,0,0,1,2,0,0
5527,2024-25,Genoa,D,1716,27,5.91,5.96,1,0,0,0,0,0,0,3,0,0
5527,2025-26,Udinese,D,1314,19,6.05,6.29,1,0,0,0,0,0,2,1,0,0
5544,2025-26,Juventus,A,1784,30,5.77,6.33,6,0,0,1,0,1,2,0,0,0
5555,2024-25,Udinese,D,2020,30,5.93,6.03,1,0,0,0,0,0,4,6,1,0
5555,2025-26,Udinese,D,1883,26,5.88,5.87,0,0,0,0,0,0,2,5,0,0
5559,2024-25,Como,C,2639,35,6.1,6.36,3,0,0,0,0,0,2,4,0,0
5559,2025-26,Como,C,2765,35,6.34,6.91,6,0,0,4,4,0,4,4,0,0
5562,2024-25,Juventus,C,2331,33,6.3,6.74,4,0,0,0,0,0,5,5,0,0
5562,2025-26,Juventus,C,2481,34,6.1,6.4,3,0,0,0,0,0,2,2,0,0
5578,2024-25,Atalanta,D,1126,17,5.94,5.91,0,0,0,0,0,0,0,1,0,0
5578,2025-26,Atalanta,D,981,16,5.94,6.09,1,0,0,0,0,0,0,1,0,0
5585,2025-26,Roma,A,1499,18,6.72,8.97,14,0,0,4,3,1,2,1,0,0
5589,2024-25,Roma,C,2597,33,6.26,6.38,2,0,0,0,0,0,1,6,0,0
5589,2025-26,Roma,C,2468,29,6.26,6.53,2,0,0,0,0,0,3,2,0,0
5603,2024-25,Fiorentina,D,1380,17,5.85,5.65,0,0,0,0,0,0,0,1,1,1
5603,2025-26,Fiorentina,D,2923,35,5.84,5.67,0,0,0,0,0,0,0,12,0,0
5620,2024-25,Lazio,D,1725,23,6.28,6.5,0,0,0,0,0,0,7,2,1,0
5620,2025-26,Lazio,D,1478,22,5.91,5.8,0,0,0,0,0,0,0,5,0,0
5637,2024-25,Udinese,A,1049,16,6,6.38,2,0,0,0,0,0,1,2,0,0
5637,2025-26,Udinese,A,2106,30,6.32,7.37,10,0,0,4,4,0,4,5,0,0
5672,2024-25,Lazio,A,2220,35,6.01,6.87,9,0,0,0,0,0,4,2,0,0
5672,2025-26,Lazio,A,1257,25,5.68,5.86,1,0,0,0,0,0,2,1,0,0
5674,2024-25,Lazio,C,,0,0,0,0,0,0,0,0,0,0,0,0,0
5674,2025-26,Lazio,C,1764,23,6.09,6.43,2,0,0,0,0,0,3,0,1,0
5678,2024-25,Bologna,D,1129,16,5.94,6.12,1,0,0,0,0,0,1,3,0,0
5678,2025-26,Juventus,D,891,16,6.09,6.44,1,0,0,0,0,0,4,1,1,0
5685,2024-25,Juventus,C,1998,28,5.98,6.39,3,0,0,0,0,0,4,3,0,0
5685,2025-26,Juventus,C,1803,29,5.64,5.55,0,0,0,0,0,0,0,5,0,0
5687,2024-25,Torino,C,2127,30,6.07,6.67,5,0,0,2,2,0,3,0,0,0
5687,2025-26,Torino,C,3079,37,6.03,6.66,8,0,0,5,5,0,3,7,0,0
5695,2024-25,Venezia,D,1369,22,5.86,5.98,1,0,0,0,0,0,1,3,0,0
5701,2024-25,Cagliari,D,1072,19,5.95,6.05,1,0,0,0,0,0,1,4,0,0
5701,2025-26,Cagliari,D,2813,34,5.88,5.82,0,0,0,0,0,0,3,8,1,0
5707,2024-25,Udinese,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
5725,2024-25,Como,C,43,1,6,6,0,0,0,0,0,0,0,1,0,0
5734,2024-25,Roma,A,1807,23,6.24,7.04,5,0,0,0,0,0,5,3,0,0
5734,2025-26,Roma,A,2207,32,6.12,6.83,6,0,0,0,0,0,5,1,0,0
5735,2025-26,Sassuolo,C,1060,21,6.14,6.52,2,0,0,0,0,0,4,4,0,0
5739,2024-25,Genoa,D,2132,24,5.85,6.1,3,0,0,0,0,0,0,6,0,0
5739,2025-26,Milan,D,1797,24,5.75,5.9,1,0,0,0,0,0,1,1,0,0
5750,2025-26,Genoa,D,2631,30,6.13,6.52,5,0,0,0,0,0,0,7,0,0
5761,2025-26,Juventus,C,330,12,5.96,5.96,0,0,0,0,0,0,0,1,0,0
5791,2024-25,Genoa,C,3115,35,6,6.04,2,0,0,0,0,0,0,5,0,1
5791,2025-26,Genoa,C,3093,36,5.96,5.97,1,0,0,0,0,0,0,5,0,0
5792,2024-25,Atalanta,C,2898,36,6.17,6.49,4,0,0,0,0,0,2,3,1,0
5792,2025-26,Atalanta,C,2253,30,6.25,6.43,2,0,0,1,1,0,1,3,0,0
5800,2024-25,Fiorentina,A,1284,21,6.12,6.98,6,0,0,2,2,0,1,2,0,0
5800,2025-26,Fiorentina,C,2290,32,5.88,6.34,5,0,0,3,3,0,3,4,1,0
5812,2024-25,Milan,D,527,7,5.71,5.57,0,0,0,0,0,0,0,3,0,0
5812,2025-26,Cremonese,D,3023,35,5.86,5.83,2,0,0,0,0,0,0,6,0,2
5813,2024-25,Genoa,C,1718,25,5.98,6.42,3,0,0,0,0,0,3,2,0,0
5813,2025-26,Juventus,C,585,15,5.97,6.2,1,0,0,0,0,0,1,1,0,0
5820,2025-26,Udinese,D,1756,25,5.86,5.84,0,0,0,0,0,0,1,3,0,0
5823,2024-25,Roma,C,777,21,6,6.14,1,0,0,0,0,0,1,2,0,0
5823,2025-26,Genoa,C,787,17,6.15,6.38,1,0,0,0,0,0,2,2,0,0
5831,2024-25,Juventus,D,2207,28,6.14,6.21,1,0,0,0,0,0,0,2,0,0
5831,2025-26,Juventus,D,1081,16,5.94,6.22,2,0,0,0,0,0,0,3,0,0
5833,2024-25,Lazio,D,2740,32,6.05,5.95,1,0,0,0,0,0,0,8,0,1
5833,2025-26,Lazio,D,2498,31,6.03,5.95,0,0,0,0,0,0,0,3,1,0
5838,2024-25,Monza,D,1497,20,5.95,6.35,3,0,0,0,0,0,0,2,0,0
5840,2024-25,Napoli,D,2360,30,6.08,6.05,0,0,0,0,0,0,1,4,0,0
5840,2025-26,Napoli,D,1370,22,5.75,5.68,0,0,0,0,0,0,0,3,0,0
5841,2024-25,Roma,P,3420,38,6.32,5.38,0,35,0,0,0,0,0,1,0,0
5841,2025-26,Roma,P,3420,38,6.26,5.45,0,31,0,0,0,0,0,0,0,0
5844,2025-26,Sassuolo,C,2450,31,6.15,6.48,4,0,0,0,0,0,3,9,0,0
5851,2025-26,Sassuolo,D,1924,27,5.85,5.76,0,0,0,0,0,0,0,5,0,0
5858,2024-25,Bologna,C,974,14,6.11,6.39,1,0,0,1,1,0,1,0,0,0
5858,2025-26,Bologna,C,1576,23,5.8,5.78,1,0,0,0,0,0,0,5,1,0
5862,2024-25,Parma,D,2883,34,5.94,6.25,2,0,0,1,1,0,5,1,0,0
5862,2025-26,Parma,D,2637,34,6.06,6.09,0,0,0,0,0,0,2,2,0,0
5872,2024-25,Lecce,C,1156,17,6.03,6.26,0,0,0,0,0,0,4,0,0,0
5872,2025-26,Lecce,C,129,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0
5876,2024-25,Juventus,P,2970,33,6.15,5.18,0,32,0,0,0,0,0,0,0,0
5876,2025-26,Juventus,P,2654,30,6.08,5.33,0,25,1,0,0,0,0,1,0,0
5877,2024-25,Inter,D,1658,28,6.2,6.61,3,0,0,0,0,0,3,1,0,0
5877,2025-26,Inter,D,1745,28,6.12,6.16,1,0,0,0,0,0,1,6,0,0
5878,2024-25,Fiorentina,C,1469,24,5.81,6.04,2,0,0,0,0,0,0,1,0,0
5880,2024-25,Monza,C,1101,17,5.79,6,1,0,0,0,0,0,1,1,0,0
5882,2024-25,Monza,A,2121,31,5.84,6.31,5,0,0,0,0,0,1,3,0,0
5885,2024-25,Fiorentina,D,3126,35,6.19,6.21,0,0,0,0,0,0,5,8,0,0
5885,2025-26,Fiorentina,D,3158,36,5.99,6.03,1,0,0,0,0,0,2,7,0,0
5888,2024-25,Torino,C,1030,15,6.03,6.27,1,0,0,0,0,0,1,1,0,0
5888,2025-26,Torino,C,1971,32,5.97,6.45,6,0,0,0,0,0,0,5,0,0
5918,2025-26,Atalanta,A,993,21,6,6.24,2,0,0,0,0,0,1,4,0,0
5951,2024-25,Juventus,A,1175,16,6.22,7.78,8,0,0,1,1,0,1,0,0,0
5994,2024-25,Udinese,D,83,2,5.5,5.25,0,0,0,0,0,0,0,1,0,0
5994,2025-26,Torino,D,1342,16,5.75,5.72,0,0,0,0,0,0,1,4,0,0
5995,2024-25,Atalanta,A,2092,34,6.19,6.94,7,0,0,0,0,0,5,1,0,0
5995,2025-26,Atalanta,A,2206,31,6.21,6.6,3,0,0,0,0,0,5,4,0,0
5998,2024-25,Venezia,C,1523,18,6,6.11,1,0,0,0,0,0,1,4,0,0
5998,2025-26,Cremonese,C,1643,29,5.76,5.79,0,0,0,0,0,0,2,2,0,0
6005,2025-26,Torino,C,1028,17,5.82,6,1,0,0,0,0,0,2,2,1,0
6010,2024-25,Empoli,C,1403,20,6.42,6.98,4,0,0,0,0,0,1,2,1,0
6010,2025-26,Fiorentina,C,562,12,5.88,5.83,0,0,0,0,0,0,0,2,0,0
6015,2024-25,Lecce,C,697,14,6.07,5.96,0,0,0,0,0,0,1,5,0,0
6015,2025-26,Lecce,C,893,12,6.17,6.92,2,0,0,0,0,0,3,0,0,0
6020,2024-25,Venezia,C,2503,35,6.01,6.21,2,0,0,0,0,0,2,2,0,0
6020,2025-26,Genoa,C,2770,35,5.84,5.91,1,0,0,0,0,0,1,1,1,0
6021,2024-25,Udinese,D,70,2,6.25,6,0,0,0,0,0,0,0,1,0,0
6024,2024-25,Atalanta,C,,6,6.17,7.08,2,0,0,0,0,0,0,1,0,0
6024,2025-26,Cagliari,C,,18,5.69,5.78,1,0,0,0,0,0,0,3,0,0
6039,2024-25,Juventus,D,464,6,6.33,6.25,0,0,0,0,0,0,0,1,0,0
6039,2025-26,Juventus,D,262,9,5.94,6.56,2,0,0,0,0,0,0,1,0,0
6042,2024-25,Bologna,D,2626,32,5.83,5.7,0,0,0,0,0,0,1,8,1,0
6042,2025-26,Bologna,D,2282,28,5.88,5.89,1,0,0,0,0,0,0,5,0,0
6046,2024-25,Atalanta,D,2336,29,5.95,5.78,0,0,0,0,0,0,0,10,0,0
6046,2025-26,Atalanta,D,1951,28,5.91,5.86,1,0,0,0,0,0,0,5,0,1
6047,2024-25,Udinese,D,2534,31,5.85,5.81,0,0,0,0,0,0,1,5,0,0
6047,2025-26,Udinese,D,1810,26,5.83,5.96,2,0,0,0,0,0,0,5,0,0
6052,2025-26,Napoli,A,2784,33,6.21,7.44,12,0,0,1,1,0,5,1,0,0
6054,2024-25,Bologna,C,1223,16,6,6.03,0,0,0,0,0,0,1,1,0,0
6054,2025-26,Bologna,C,1784,28,5.93,6.12,2,0,0,0,0,0,0,1,0,0
6060,2025-26,Sassuolo,A,2655,37,6.23,6.99,7,0,0,0,0,0,9,4,0,0
6145,2024-25,Napoli,A,177,6,5.75,5.67,0,0,0,0,0,0,0,2,0,0
6145,2025-26,Torino,A,987,17,5.82,6,1,0,0,0,0,0,1,2,0,0
6149,2024-25,Venezia,D,220,5,5.9,5.7,0,0,0,0,0,0,0,2,0,0
6149,2025-26,Parma,D,106,2,6,6,0,0,0,0,0,0,0,0,0,0
6151,2024-25,Como,C,1866,25,5.94,5.94,0,0,0,0,0,0,3,6,0,0
6151,2025-26,Como,C,2758,36,6.22,6.47,3,0,0,0,0,0,4,8,0,0
6164,2024-25,Genoa,A,1346,22,5.89,6.25,2,0,0,0,0,0,3,2,0,0
6164,2025-26,Genoa,A,2262,31,5.95,6.39,5,0,0,0,0,0,1,5,0,0
6170,2024-25,Torino,C,1431,28,5.95,6.21,3,0,0,0,0,0,1,5,0,0
6170,2025-26,Torino,C,1778,27,5.87,5.81,0,0,0,0,0,0,1,5,0,0
6189,2025-26,Sassuolo,D,,0,0,0,0,0,0,0,0,0,0,0,0,0
6190,2024-25,Roma,C,1198,24,5.98,6.12,2,0,0,0,0,0,1,7,0,0
6190,2025-26,Roma,C,1263,22,6.09,6.48,2,0,0,0,0,0,4,3,0,0
6191,2024-25,Lazio,C,1849,26,5.77,5.69,0,0,0,0,0,0,2,4,2,0
6191,2025-26,Lazio,C,601,11,5.77,5.82,0,0,0,0,0,0,2,1,1,0
6202,2024-25,Bologna,D,3010,34,5.93,5.94,0,0,0,0,0,0,1,1,0,0
6202,2025-26,Napoli,D,1675,22,5.93,6.16,2,0,0,0,0,0,0,2,0,0
6206,2024-25,Bologna,C,992,22,6.09,6.48,3,0,0,0,0,0,0,2,0,0
6206,2025-26,Fiorentina,C,1160,22,5.8,6.05,2,0,0,0,0,0,0,2,0,0
6207,2024-25,Parma,A,1085,26,5.79,5.85,1,0,0,0,0,0,1,5,0,0
6207,2025-26,Parma,A,442,9,5.94,6.06,0,0,0,0,0,0,1,0,0,0
6212,2024-25,Udinese,C,881,18,5.78,5.94,1,0,0,0,0,0,0,0,0,0
6212,2025-26,Udinese,C,427,10,5.75,5.7,0,0,0,0,0,0,0,2,0,0
6215,2024-25,Udinese,A,2369,33,6.11,7.05,12,0,0,1,1,0,0,10,0,0
6215,2025-26,Napoli,A,381,9,5.72,6,1,0,0,0,0,0,0,1,0,0
6217,2024-25,Inter,D,1646,27,6,6.33,3,0,0,0,0,0,2,4,0,0
6217,2025-26,Inter,D,1924,23,6.22,6.65,3,0,0,0,0,0,2,2,0,0
6218,2024-25,Venezia,C,2353,37,6.05,6.34,3,0,0,0,0,0,3,3,0,0
6218,2025-26,Parma,C,853,18,5.78,5.92,1,0,0,0,0,0,0,1,0,0
6219,2025-26,Sassuolo,C,137,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
6225,2024-25,Bologna,C,11,0,0,0,0,0,0,0,0,0,0,0,0,0
6225,2025-26,Bologna,C,,0,0,0,0,0,0,0,0,0,0,0,0,0
6229,2024-25,Atalanta,A,,0,0,0,0,0,0,0,0,0,0,0,0,0
6229,2025-26,Atalanta,A,,0,0,0,0,0,0,0,0,0,0,0,0,0
6243,2025-26,Cagliari,A,1263,26,5.92,6.46,5,0,0,0,0,0,1,4,0,0
6244,2024-25,Genoa,D,888,12,5.62,5.54,0,0,0,0,0,0,0,2,0,0
6245,2024-25,Parma,D,1499,20,5.7,5.78,2,0,0,0,0,0,0,5,0,1
6245,2025-26,Genoa,D,,0,0,0,0,0,0,0,0,0,0,0,0,0
6246,2025-26,Sassuolo,C,1011,21,5.93,5.9,0,0,0,0,0,0,1,3,0,0
6248,2024-25,Venezia,P,1367,15,6.6,5.23,0,23,1,0,0,0,0,1,0,0
6252,2024-25,Fiorentina,C,662,13,5.96,5.77,0,0,0,0,0,0,0,5,0,0
6252,2025-26,Cagliari,C,2032,26,6.04,6.21,2,0,0,0,0,0,0,3,0,0
6271,2025-26,Roma,C,958,21,5.98,6.1,1,0,0,0,0,0,2,5,0,0
6274,2025-26,Inter,C,462,10,6.15,6.45,1,0,0,0,0,0,0,1,0,0
6294,2024-25,Fiorentina,C,397,7,5.71,5.64,0,0,0,0,0,0,0,1,0,0
6294,2025-26,Fiorentina,C,1875,30,5.8,6.07,3,0,0,0,0,0,0,2,0,0
6398,2024-25,Lazio,A,2254,37,6.05,6.34,4,0,0,0,0,0,1,5,0,0
6398,2025-26,Lazio,C,1606,27,6.04,6.63,5,0,0,0,0,0,1,0,0,0
6403,2024-25,Fiorentina,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6403,2025-26,Fiorentina,P,87,1,7.5,6.5,0,1,0,0,0,0,0,0,0,0
6410,2024-25,Lecce,C,422,12,5.88,5.83,0,0,0,0,0,0,0,1,0,0
6410,2025-26,Lecce,C,614,11,5.77,5.73,0,0,0,0,0,0,0,1,0,0
6424,2024-25,Cagliari,C,579,10,5.85,5.8,0,0,0,0,0,0,0,1,0,0
6424,2025-26,Torino,C,1893,32,5.88,5.88,1,0,0,0,0,0,0,6,0,0
6426,2024-25,Torino,D,1349,23,5.61,5.54,0,0,0,0,0,0,0,3,0,0
6426,2025-26,Torino,D,2148,28,5.84,5.96,1,0,0,0,0,0,2,3,0,0
6434,2024-25,Juventus,A,2414,34,6.34,7.01,7,0,0,0,0,0,4,2,1,0
6434,2025-26,Juventus,A,2877,35,6.39,7.3,10,0,0,2,1,1,6,2,0,0
6435,2024-25,Lecce,A,3096,37,6.05,6.92,11,0,0,3,2,1,5,6,0,0
6435,2025-26,Atalanta,A,1781,32,6.16,7.19,10,0,0,0,0,0,5,4,0,0
6462,2024-25,Udinese,P,2250,25,6.1,4.4,0,40,0,0,0,0,0,1,0,1
6462,2025-26,Udinese,P,2616,30,6.07,5.08,0,32,1,0,0,0,1,1,1,0
6482,2024-25,Lazio,P,810,9,6.28,5.5,0,7,0,0,0,0,0,0,0,0
6482,2025-26,Lazio,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6485,2024-25,Udinese,D,1747,21,5.57,5.6,1,0,0,0,0,0,0,5,0,0
6485,2025-26,Udinese,D,2482,28,5.98,6.23,3,0,0,0,0,0,0,4,0,0
6495,2024-25,Fiorentina,D,2192,28,5.91,5.93,1,0,0,0,0,0,0,5,0,0
6495,2025-26,Fiorentina,D,1697,24,5.75,5.75,1,0,0,0,0,0,0,2,0,1
6496,2024-25,Milan,D,115,3,5.33,5,0,0,0,0,0,0,0,0,1,0
6496,2025-26,Milan,D,2447,31,5.97,6.05,2,0,0,0,0,0,0,3,0,1
6506,2025-26,Genoa,C,30,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6519,2024-25,Milan,A,194,6,5.92,5.92,0,0,0,0,0,0,0,0,0,0
6519,2025-26,Lecce,A,671,18,5.67,5.64,1,0,0,1,0,1,0,1,0,0
6523,2024-25,Lecce,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6523,2025-26,Lecce,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6531,2024-25,Milan,D,1285,21,5.95,5.83,0,0,0,0,0,0,0,6,0,0
6531,2025-26,Milan,D,42,1,5.5,5,0,0,0,0,0,0,0,1,0,0
6537,2024-25,Empoli,D,2560,33,5.76,5.71,0,0,0,0,0,0,1,3,1,0
6537,2025-26,Udinese,D,418,6,5.75,5.58,0,0,0,0,0,0,0,2,0,0
6549,2024-25,Lecce,A,1963,35,5.81,6.1,4,0,0,0,0,0,1,4,1,0
6549,2025-26,Lecce,C,2661,37,5.8,5.85,1,0,0,0,0,0,1,4,0,0
6556,2024-25,Lazio,A,830,19,6,6.37,2,0,0,0,0,0,2,2,0,0
6556,2025-26,Lazio,A,1113,23,6.02,6.5,4,0,0,0,0,0,2,4,1,0
6569,2024-25,Genoa,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6572,2024-25,Bologna,A,2313,33,6.17,6.76,8,0,0,1,0,1,4,8,0,1
6572,2025-26,Bologna,A,2381,35,5.93,6.51,7,0,0,0,0,0,1,3,0,0
6592,2024-25,Monza,C,198,6,5.67,5.67,0,0,0,0,0,0,0,0,0,0
6593,2025-26,Pisa,C,1441,23,5.8,5.8,0,0,0,0,0,0,1,2,0,0
6598,2024-25,Cagliari,A,102,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0
6618,2024-25,Verona,C,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6618,2025-26,Verona,C,,0,0,0,0,0,0,0,0,0,0,0,0,0
6629,2024-25,Lazio,C,947,17,6.06,6.65,3,0,0,0,0,0,1,0,0,0
6629,2025-26,Lazio,C,1159,21,5.69,5.83,1,0,0,0,0,0,0,0,0,0
6631,2024-25,Verona,D,2029,24,5.73,5.54,0,0,0,0,0,0,0,7,1,0
6631,2025-26,Roma,D,1070,21,5.98,5.95,0,0,0,0,0,0,0,1,0,0
6632,2024-25,Lecce,D,2148,24,6.17,6.15,0,0,0,0,0,0,1,3,0,0
6632,2025-26,Lecce,D,1827,21,5.83,5.64,0,0,0,0,0,0,0,6,1,0
6638,2024-25,Napoli,D,133,3,6,5.83,0,0,0,0,0,0,0,1,0,0
6640,2024-25,Cagliari,C,908,18,5.83,5.97,0,0,0,0,0,0,3,1,0,0
6640,2025-26,Cagliari,C,397,11,6.05,6.55,2,0,0,0,0,0,1,3,0,0
6641,2024-25,Parma,P,3319,37,6.22,4.76,0,53,0,0,0,0,0,0,1,0
6641,2025-26,Parma,P,1800,20,6.02,4.75,0,28,1,0,0,0,0,1,0,0
6642,2024-25,Torino,D,2851,32,5.86,5.83,2,0,0,0,0,0,0,10,0,1
6642,2025-26,Torino,D,3093,35,5.84,5.91,1,0,0,0,0,0,1,3,0,0
6643,2024-25,Bologna,A,1124,23,5.96,6.41,3,0,0,0,0,0,2,1,0,0
6643,2025-26,Bologna,A,785,19,5.82,6.13,2,0,0,0,0,0,1,2,0,0
6646,2024-25,Torino,A,2650,35,6,6.76,9,0,0,1,0,1,4,3,0,0
6646,2025-26,Torino,A,1899,32,5.98,6.64,6,0,0,0,0,0,3,0,0,0
6650,2024-25,Cagliari,P,627,7,5.86,4.29,0,11,0,0,0,0,0,0,0,0
6650,2025-26,Cagliari,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6659,2024-25,Venezia,D,,0,0,0,0,0,0,0,0,0,0,0,0,0
6660,2024-25,Venezia,D,407,8,5.88,5.75,0,0,0,0,0,0,0,2,0,0
6660,2025-26,Genoa,D,2597,31,5.87,5.84,0,0,0,0,0,0,1,4,0,0
6662,2024-25,Parma,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6662,2025-26,Parma,P,1530,17,6.18,5.09,0,18,0,0,0,0,0,1,0,0
6663,2024-25,Parma,D,540,6,5.83,5.75,0,0,0,0,0,0,0,1,0,0
6663,2025-26,Parma,D,2667,31,5.92,5.92,1,0,0,0,0,0,0,6,0,0
6664,2024-25,Parma,D,2944,34,6.03,6.21,4,2,0,0,0,0,0,8,0,0
6664,2025-26,Parma,D,2958,35,5.91,6.01,2,0,0,0,0,0,0,5,0,0
6666,2024-25,Parma,C,1464,19,6.29,6.47,1,0,0,0,0,0,1,1,0,0
6666,2025-26,Parma,C,2542,32,6.17,6.48,3,0,0,0,0,0,1,0,0,0
6669,2024-25,Parma,A,2580,37,6.03,6.51,6,0,0,3,2,1,4,2,0,0
6669,2025-26,Inter,A,1112,27,6.15,6.83,5,0,0,0,0,0,4,1,0,0
6671,2024-25,Venezia,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6672,2024-25,Venezia,D,3130,35,5.96,5.97,1,0,0,0,0,0,0,5,0,0
6672,2025-26,Sassuolo,D,3065,35,5.94,5.9,0,0,0,0,0,0,0,3,0,0
6673,2024-25,Venezia,D,1123,14,5.75,5.86,1,0,0,0,0,0,0,3,0,0
6675,2024-25,Roma,A,2454,32,6,7.19,12,0,0,2,2,0,2,0,0,0
6675,2025-26,Roma,A,364,13,6,6.77,3,0,0,0,0,0,1,0,0,0
6677,2024-25,Juventus,C,33,1,6,6,0,0,0,0,0,0,0,0,0,0
6677,2025-26,Juventus,C,142,4,6.12,6.88,1,0,0,0,0,0,0,0,0,0
6678,2024-25,Milan,C,63,1,6,6,0,0,0,0,0,0,0,0,0,0
6678,2025-26,Milan,C,,0,0,0,0,0,0,0,0,0,0,0,0,0
6680,2024-25,Udinese,C,3201,37,5.85,5.78,0,0,0,0,0,0,2,9,0,0
6680,2025-26,Udinese,C,3164,36,5.96,5.96,1,0,0,0,0,0,0,6,0,0
6681,2024-25,Venezia,D,145,3,5.5,5.33,0,0,0,0,0,0,0,1,0,0
6682,2024-25,Monza,P,735,9,6.06,3.94,0,17,0,0,0,0,0,0,0,1
6684,2024-25,Udinese,C,1884,33,5.97,6.27,3,0,0,0,0,0,2,2,0,0
6684,2025-26,Udinese,C,2234,31,6.05,6.61,5,0,0,0,0,0,3,1,0,0
6717,2025-26,Sassuolo,C,2795,35,6.19,6.63,6,0,0,0,0,0,0,3,1,0
6766,2024-25,Juventus,D,1018,12,5.67,5.62,0,0,0,0,0,0,0,1,0,0
6766,2025-26,Juventus,D,2997,35,6.01,6.07,1,0,0,0,0,0,1,4,0,0
6809,2024-25,Empoli,D,1058,13,5.81,5.73,0,0,0,0,0,0,0,0,1,0
6809,2025-26,Torino,D,688,11,5.73,5.73,0,0,0,0,0,0,1,2,0,0
6813,2024-25,Milan,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6813,2025-26,Milan,P,,0,0,0,0,0,0,0,0,0,0,0,0,0
6814,2024-25,Genoa,D,726,10,5.7,5.7,0,0,0,0,0,0,0,0,0,0
6814,2025-26,Genoa,D,2221,27,5.93,6.09,2,0,0,0,0,0,1,3,1,0
6815,2024-25,Como,C,1652,24,6,6.19,1,0,0,0,0,0,3,1,1,0
6815,2025-26,Sassuolo,C,959,24,5.92,6.15,2,0,0,0,0,0,1,5,0,0
6821,2024-25,Parma,C,1184,22,5.86,6.07,2,0,0,0,0,0,0,3,0,0
