id,nome,prezzo_medio_per_1000,mediana_per_1000,p25,p75,n_campioni,partecipanti,fonte
6980,VENTURINO,2.3,,,,,,tabella_prezzi_medi_asta_seed
6985,CANDÈ,2.1,,,,,,tabella_prezzi_medi_asta_seed
6986,RENSCH,3.1,,,,,,tabella_prezzi_medi_asta_seed
6989,TIAGO GABRIEL,10.7,,,,,,tabella_prezzi_medi_asta_seed
6990,VEIGA D.,2.9,,,,,,tabella_prezzi_medi_asta_seed
6994,PEREZ K.,2.4,,,,,,tabella_prezzi_medi_asta_seed
7001,N'DRI,2.7,,,,,,tabella_prezzi_medi_asta_seed
7012,PROVSTGAARD,2.7,,,,,,tabella_prezzi_medi_asta_seed
7014,SMOLCIC I.,2.4,,,,,,tabella_prezzi_medi_asta_seed
7017,DOUVIKAS,155.20000000000002,,,,,,tabella_prezzi_medi_asta_seed
7023,PELLEGRINO M.,64.19999999999999,,,,,,tabella_prezzi_medi_asta_seed
7036,BAKOLA,3.3,,,,,,tabella_prezzi_medi_asta_seed
7048,DE MARZI,1.8,,,,,,tabella_prezzi_medi_asta_seed
7060,CACCIAMANI,7.2,,,,,,tabella_prezzi_medi_asta_seed
7068,VITIK,2.4,,,,,,tabella_prezzi_medi_asta_seed
7069,FORTINI,3.4,,,,,,tabella_prezzi_medi_asta_seed
7070,SUCIC P.,11.9,,,,,,tabella_prezzi_medi_asta_seed
7071,ESPOSITO F.P.,137.2,,,,,,tabella_prezzi_medi_asta_seed
7078,MASTANTUONO,72.3,,,,,,tabella_prezzi_medi_asta_seed
7092,JOVANOVIC,1,,,,,,tabella_prezzi_medi_asta_seed
7120,LANG,3.9,,,,,,tabella_prezzi_medi_asta_seed
7125,IDRISSI R.,2.2,,,,,,tabella_prezzi_medi_asta_seed
7126,BATURINA,103,,,,,,tabella_prezzi_medi_asta_seed
7127,ADDAI,2.3,,,,,,tabella_prezzi_medi_asta_seed
7129,RODRIGUEZ JE.,17.6,,,,,,tabella_prezzi_medi_asta_seed
7131,FLORIANI MUSSOLINI,3.5,,,,,,tabella_prezzi_medi_asta_seed
7138,ORDONEZ C.,2.6,,,,,,tabella_prezzi_medi_asta_seed
7146,TOURÈ I.,2.1,,,,,,tabella_prezzi_medi_asta_seed
7154,ODENTHAL,2.5,,,,,,tabella_prezzi_medi_asta_seed
7156,PIERAGNOLO,1.9,,,,,,tabella_prezzi_medi_asta_seed
7161,BAYO V.,1.9,,,,,,tabella_prezzi_medi_asta_seed
7162,GIOVANE,2.3,,,,,,tabella_prezzi_medi_asta_seed
7165,LITETA,2,,,,,,tabella_prezzi_medi_asta_seed
7172,PESSINA MAS.,1.8,,,,,,tabella_prezzi_medi_asta_seed
7175,JOAO MARIO,3.9,,,,,,tabella_prezzi_medi_asta_seed
7181,WESLEY,80.4,,,,,,tabella_prezzi_medi_asta_seed
7182,NDABA,2.2,,,,,,tabella_prezzi_medi_asta_seed
7183,ABOUKHLAL,2.4,,,,,,tabella_prezzi_medi_asta_seed
7198,PIOTROWSKI,2.7,,,,,,tabella_prezzi_medi_asta_seed
7202,NDIAYE,2.1,,,,,,tabella_prezzi_medi_asta_seed
7203,JASHARI,2.8,,,,,,tabella_prezzi_medi_asta_seed
7208,MILLER L.,2.1,,,,,,tabella_prezzi_medi_asta_seed
7212,HEGGEM,4.4,,,,,,tabella_prezzi_medi_asta_seed
7213,FRIGAN,2.2,,,,,,tabella_prezzi_medi_asta_seed
7219,BERNASCONI,17.8,,,,,,tabella_prezzi_medi_asta_seed
7220,BELGHALI,5.4,,,,,,tabella_prezzi_medi_asta_seed
7223,VERGARA,17.6,,,,,,tabella_prezzi_medi_asta_seed
7232,FERNANDEZ T.,2.2,,,,,,tabella_prezzi_medi_asta_seed
7235,TROILO,3,,,,,,tabella_prezzi_medi_asta_seed
7238,KOUADIO,2.4,,,,,,tabella_prezzi_medi_asta_seed
7240,SIEBERT,2.2,,,,,,tabella_prezzi_medi_asta_seed
7248,GORTER,2.2,,,,,,tabella_prezzi_medi_asta_seed
7252,STULIC,2.8,,,,,,tabella_prezzi_medi_asta_seed
7253,BELLA-KOTCHAP,3.3,,,,,,tabella_prezzi_medi_asta_seed
7255,BRITSCHGI,2.2,,,,,,tabella_prezzi_medi_asta_seed
7260,ZIOLKOWSKI,2.1,,,,,,tabella_prezzi_medi_asta_seed
7268,RODRIGUEZ JU.,2.8,,,,,,tabella_prezzi_medi_asta_seed
7272,GUEYE,2.2,,,,,,tabella_prezzi_medi_asta_seed
7274,ZÈ PEDRO,2.7,,,,,,tabella_prezzi_medi_asta_seed
7276,CREMASCHI,1.8,,,,,,tabella_prezzi_medi_asta_seed
7294,VALDEPENAS,15.299999999999999,,,,,,tabella_prezzi_medi_asta_seed
7301,TORNQVIST,1.8,,,,,,tabella_prezzi_medi_asta_seed
7311,ROMANO,4.2,,,,,,tabella_prezzi_medi_asta_seed
7312,ARIZALA,2.5,,,,,,tabella_prezzi_medi_asta_seed
7314,TAYLOR K.,31.7,,,,,,tabella_prezzi_medi_asta_seed
7317,TREPY,1.9,,,,,,tabella_prezzi_medi_asta_seed
7318,GANDELMAN,2.4,,,,,,tabella_prezzi_medi_asta_seed
7319,FOFANA SA.,1.7,,,,,,tabella_prezzi_medi_asta_seed
7322,NGOM,2.7,,,,,,tabella_prezzi_medi_asta_seed
7326,HELLAND,2.4,,,,,,tabella_prezzi_medi_asta_seed
7329,OBRADOR,4.3,,,,,,tabella_prezzi_medi_asta_seed
7332,BIJLOW,11.6,,,,,,tabella_prezzi_medi_asta_seed
7337,MOTTA,2,,,,,,tabella_prezzi_medi_asta_seed
7341,AMORIM,2.5,,,,,,tabella_prezzi_medi_asta_seed
7342,ELPHEGE,3,,,,,,tabella_prezzi_medi_asta_seed
7345,PRZYBOREK,1.8,,,,,,tabella_prezzi_medi_asta_seed
7347,BOWIE,20.5,,,,,,tabella_prezzi_medi_asta_seed
7349,KULENOVIC,2,,,,,,tabella_prezzi_medi_asta_seed
7351,SANTOS A.,64,,,,,,tabella_prezzi_medi_asta_seed
7357,LAHDO,1.9,,,,,,tabella_prezzi_medi_asta_seed
7363,SIVIERO,1.8,,,,,,tabella_prezzi_medi_asta_seed
7374,MENDY P.,4,,,,,,tabella_prezzi_medi_asta_seed
7408,LISMAN,1.8,,,,,,tabella_prezzi_medi_asta_seed
7409,MEICHTRY,2.5,,,,,,tabella_prezzi_medi_asta_seed
7410,VIERY,4,,,,,,tabella_prezzi_medi_asta_seed
7411,DAFFARA,2.5,,,,,,tabella_prezzi_medi_asta_seed
7412,MILLA,5.8999999999999995,,,,,,tabella_prezzi_medi_asta_seed
7413,PUCZKA,2.3,,,,,,tabella_prezzi_medi_asta_seed
7414,KAIKI,9.5,,,,,,tabella_prezzi_medi_asta_seed
7418,CHAKVETADZE,2.1,,,,,,tabella_prezzi_medi_asta_seed
7436,ALAJBEGOVIC,57,,,,,,tabella_prezzi_medi_asta_seed
7449,RRAHMANI AL.,2.3,,,,,,tabella_prezzi_medi_asta_seed
7453,HAVEL,2.1,,,,,,tabella_prezzi_medi_asta_seed
7454,GOMES,1.7,,,,,,tabella_prezzi_medi_asta_seed
7456,EL AZZOUZI A.,1.8,,,,,,tabella_prezzi_medi_asta_seed
7457,MASCARDI,2.6,,,,,,tabella_prezzi_medi_asta_seed
7463,DESPLANCHES,1.8,,,,,,tabella_prezzi_medi_asta_seed
7464,OULAI,3.9,,,,,,tabella_prezzi_medi_asta_seed
7466,LOLIC,1.7,,,,,,tabella_prezzi_medi_asta_seed
7467,CALVANI,2.3,,,,,,tabella_prezzi_medi_asta_seed
7469,BRACAGLIA,3.6,,,,,,tabella_prezzi_medi_asta_seed
7472,CALÒ,14.7,,,,,,tabella_prezzi_medi_asta_seed
7473,CICHELLA,2.3,,,,,,tabella_prezzi_medi_asta_seed
7474,KOUTSOUPIAS,2.1,,,,,,tabella_prezzi_medi_asta_seed
7475,STRAJNAR,1.6,,,,,,tabella_prezzi_medi_asta_seed
7476,BAKOUNE,2.1,,,,,,tabella_prezzi_medi_asta_seed
7477,COLOMBO L.,2.6,,,,,,tabella_prezzi_medi_asta_seed
7478,FRANJIC,2.1,,,,,,tabella_prezzi_medi_asta_seed
7481,DAGASSO,1.8,,,,,,tabella_prezzi_medi_asta_seed
7482,LAUBERBACH,1.8,,,,,,tabella_prezzi_medi_asta_seed
7483,ALHASSANE,2.5,,,,,,tabella_prezzi_medi_asta_seed
7484,ADAMS A.,32.300000000000004,,,,,,tabella_prezzi_medi_asta_seed
7485,MANGAS,6.5,,,,,,tabella_prezzi_medi_asta_seed
7523,VARELA G.,22.9,,,,,,tabella_prezzi_medi_asta_seed
7525,DIAWARA S.,2,,,,,,tabella_prezzi_medi_asta_seed
7526,COMERT,2.5,,,,,,tabella_prezzi_medi_asta_seed
7528,AMONDARAIN,2.4,,,,,,tabella_prezzi_medi_asta_seed
7529,KOULIERAKIS,8.5,,,,,,tabella_prezzi_medi_asta_seed
7531,POZZI,1.7,,,,,,tabella_prezzi_medi_asta_seed
7532,KOFLER,2.1,,,,,,tabella_prezzi_medi_asta_seed
7533,HAPPONEN,1.8,,,,,,tabella_prezzi_medi_asta_seed
7534,RENZETTI,1.8,,,,,,tabella_prezzi_medi_asta_seed
7535,FITZ-JIM,3.7,,,,,,tabella_prezzi_medi_asta_seed
7536,DIALLO O.,2.2,,,,,,tabella_prezzi_medi_asta_seed
7537,MITAJ,2.6,,,,,,tabella_prezzi_medi_asta_seed
7538,HALHAL,2.2,,,,,,tabella_prezzi_medi_asta_seed
7540,AKPOGUMA,2.2,,,,,,tabella_prezzi_medi_asta_seed
7546,ROBINSON J.,2.3,,,,,,tabella_prezzi_medi_asta_seed
7547,KEVIN CARLOS,11.799999999999999,,,,,,tabella_prezzi_medi_asta_seed
7548,AURELIO,2,,,,,,tabella_prezzi_medi_asta_seed
7550,GRILLITSCH,2,,,,,,tabella_prezzi_medi_asta_seed
7551,SCHMID,4.2,,,,,,tabella_prezzi_medi_asta_seed
7553,OMAR FAYED,1.7,,,,,,tabella_prezzi_medi_asta_seed
7554,ROMERO D.,15.299999999999999,,,,,,tabella_prezzi_medi_asta_seed
7556,MORA,82.69999999999999,,,,,,tabella_prezzi_medi_asta_seed
7557,PENEV,1.7,,,,,,tabella_prezzi_medi_asta_seed
7560,PISSERI,1.7,,,,,,tabella_prezzi_medi_asta_seed
7561,LONTANI,3,,,,,,tabella_prezzi_medi_asta_seed
7563,FAVASULI,2.4,,,,,,tabella_prezzi_medi_asta_seed
7564,LEYSEN F.,2.2,,,,,,tabella_prezzi_medi_asta_seed
7568,DE MARTIS,1.8,,,,,,tabella_prezzi_medi_asta_seed
7571,LAERKE,1.9,,,,,,tabella_prezzi_medi_asta_seed
7572,COMOTTO,3.3,,,,,,tabella_prezzi_medi_asta_seed
7573,CINQUEGRANO,2.4,,,,,,tabella_prezzi_medi_asta_seed
7574,FOE ONDOA,1.8,,,,,,tabella_prezzi_medi_asta_seed
7575,MOUT,2.1,,,,,,tabella_prezzi_medi_asta_seed
7579,MASSOLIN,3,,,,,,tabella_prezzi_medi_asta_seed
7580,SUTALO J.,3.7,,,,,,tabella_prezzi_medi_asta_seed
7599,LULLI,4.4,,,,,,tabella_prezzi_medi_asta_seed
7600,OSMAJIC,2.9,,,,,,tabella_prezzi_medi_asta_seed
7602,FATAH,2.1,,,,,,tabella_prezzi_medi_asta_seed
7603,GRABARA,2.7,,,,,,tabella_prezzi_medi_asta_seed
7604,MAYE,1.7,,,,,,tabella_prezzi_medi_asta_seed
7605,TCHATO,2.1,,,,,,tabella_prezzi_medi_asta_seed
7610,BIRLIGEA,2.1,,,,,,tabella_prezzi_medi_asta_seed
7611,MROZEK,1.8,,,,,,tabella_prezzi_medi_asta_seed
7612,BOBCEK,3.9,,,,,,tabella_prezzi_medi_asta_seed
7615,DROBNIC,1.9,,,,,,tabella_prezzi_medi_asta_seed
7618,HUTCHINSON,5.6,,,,,,tabella_prezzi_medi_asta_seed
7619,MONTEIRO J.,2.6,,,,,,tabella_prezzi_medi_asta_seed
7620,ZEBALLOS,3.8,,,,,,tabella_prezzi_medi_asta_seed
7621,SUGAWARA,1.9,,,,,,tabella_prezzi_medi_asta_seed
7622,ROBINHO JUNIOR,0,,,,,,tabella_prezzi_medi_asta_seed
7623,GNONTO,4.1000000000000005,,,,,,tabella_prezzi_medi_asta_seed
7624,BRAGANCA,2,,,,,,tabella_prezzi_medi_asta_seed
7625,GONCALVES P.,32,,,,,,tabella_prezzi_medi_asta_seed
