ruolo,nome,squadra,qt_fanta,ia,fascia_o_valore,note,sos,accoppiata,fv,pg,media,fmedia,gol,ass,amm,gol_subiti,p_med_aste,p_stat,p_gol_m,tr_media,tr_gol,id_ufficiale,fvm,eta
A,Ramos G.,Milan,27,86.94000000000001,Top,Titolare,Bonus,Inter Parma Cagliari,0. N.D,,,,,,,,79.05,ND,ND,,,6397,237,25
A,Kolo Muani,Juventus,25,85.5,Top,Affidabile,Bonus,Torino Genoa Roma,0. N.D,,,,,,,,64.275,ND,ND,,,5951,165,28
A,Kean,Como,24,84.96000000000001,Scomm.,Bonus,Infortuni,Fiorentina Frosinone Genoa,0.6934547785473387,26,5.88,6.77,8,1,4,,50,35.349550791229134,23.198624247635426,-1,-1,2097,183,26
A,Woltemade,Juventus,23,84.18,Scomm.,Scommessa,Bonus,Torino Genoa Roma,,,,,,,,,33.825,ND,ND,,,6752,160,24
A,Douvikas,Como,22,83.6,Semi-Top,Scommessa,Bonus,Fiorentina Frosinone Genoa,0.864671948721612,36,6.18,7.38,14,1,0,,38.800000000000004,39.757616202219715,40.597592433361996,1,1,7017,185,27
A,Yildiz,Juventus,22,83.6,Scomm.,Affidabile,Titolare,Torino Genoa Roma,0.8321107739532783,35,6.39,7.3,10,6,2,,22.349999999999998,38.260453386371736,28.99828030954428,1,1,6434,100,21
A,Scamacca,Atalanta,19,81.51,Terza,Infortuni,Bonus,"Frosinone, Bologna Cagliari",0.7353235309316348,22,6.18,7.55,10,1,2,,36.675,28.469704977962838,28.99828030954428,1,1,2137,110,27
A,Berardi,Sassuolo,19,81.51,Terza,Titolare,Infortuni,Inter Parma Bologna,0.7201757691682208,26,6.31,7.19,8,4,2,,25.1,27.883225298828297,23.198624247635426,1,1,531,106,32
A,Davis K.,Udinese,19,81.51,Semi-Top,Infortuni,Bonus,Genoa Lecce Milan,0.7754322757317796,30,6.32,7.37,10,4,5,,34.5,30.02260527757625,28.99828030954428,1,1,5637,108,28
A,Krstovic,Atalanta,18,80.64000000000001,Scomm.,Bonus,Subentrante,"Frosinone, Bologna Cagliari",0.7388284056614146,32,6.16,7.19,10,5,4,,26.075,26.810605184641414,28.99828030954428,1,-1,6435,98,26
A,De Ketelaere,Atalanta,17,79.9,Terza,Bonus,Affidabile,"Frosinone, Bologna Cagliari",0.6391994565958053,31,6.21,6.6,3,5,4,,20.625,21.70561554735206,8.699484092863285,-1,-1,5995,95,25
A,Esposito F.P.,Inter,17,79.9,Scomm.,Subentrante,Scommessa,Milan Sassuolo Juventus,0.70502292153975,31,6.26,7.02,7,3,1,,34.3,23.94081585818606,20.298796216680998,1,1,7071,105,21
A,Dybala,Roma,16,79.2,Semi-Top,Calci Piazzati,Infortuni,Lazio Napoli Juventus,0.6656253733180739,21,6.26,6.74,2,7,0,,34.5,21.08701182671658,5.799656061908856,-1,-1,309,100,33
A,Dovbyk,Bologna,15,78.3,Scomm.,Bonus,Infortuni,Atalanta Lecce Napoli,0.5448192190603859,13,6,6.77,3,1,0,,17.375,15.99725431966058,8.699484092863285,-1,-1,6675,51,29
A,Laurientè,Sassuolo,15,78.3,Terza,Bonus,Titolare,Inter Parma Bologna,0.749595661379039,37,6.23,6.99,7,9,4,,16.6,22.010002607242026,20.298796216680998,1,1,6060,83,28
A,Beto,Fiorentina,14,77.42,Terza,Scommessa,Bonus,Cagliari Como Lazio,,,,,,,,,19.25,ND,ND,,,5694,50,28
A,Raspadori,Atalanta,14,77.42,Terza,Affidabile,Bonus,"Frosinone, Bologna Cagliari",0.5509482874357919,13,6.12,6.88,3,1,0,,17.5,14.929045744647656,8.699484092863285,-1,-1,4371,73,26
A,Santos A.,Napoli,14,77.42,Terza,Bonus,Affidabile,Roma Bologna Frosinone,0.5658430586016284,13,6.35,7.23,4,0,1,,16,15.332649358928325,11.599312123817713,1,1,7351,61,24
A,Pellegrino M.,Fiorentina,14,77.42,Scomm.,Bonus,,Cagliari Como Lazio,0.7518677954994623,37,5.99,6.65,9,0,5,,16.049999999999997,20.373361654648928,26.098452278589853,-1,1,7023,40,25
A,Castro S.,Roma,14,77.42,Scomm.,Subentrante,Bonus,Lazio Napoli Juventus,0.6808557811802601,35,5.93,6.51,7,1,3,,12.325,18.44914910264151,20.298796216680998,-1,-1,6572,70,22
A,Simeone,Torino,14,77.42,Semi-Top,Bonus,Titolare,Juventus Lazio Lecce,0.7368683679838367,32,6.08,7.09,11,0,1,,28.35,19.966922167258026,31.89810834049871,1,1,2061,80,31
A,Soulè,Roma,13,76.44,Scomm.,Affidabile,Bonus,Lazio Napoli Juventus,0.7010691519327934,32,6.12,6.83,6,5,1,,8.95,17.416660941466386,17.39896818572657,1,1,5734,48,23
A,Esposito Se.,Sassuolo,12,75.48,Scomm.,Affidabile,Scommessa,Inter Parma Bologna,0.7524369355266072,36,6.26,6.88,7,4,6,,10.175,17.038181968064492,20.298796216680998,1,-1,4463,40,24
A,Diao,Como,12,75.48,Terza,Infortuni,Bonus,Fiorentina Frosinone Genoa,0.5274092789584635,16,6,6.38,2,1,2,,11.575000000000001,11.942655712735446,5.799656061908856,-1,-1,6967,50,21
A,Pinamonti,Lazio,12,75.48,Terza,Inaffidabile,Bonus,Roma Fiorentina Torino,0.742499432581859,34,5.88,6.62,9,3,2,,26.05,16.813157151383614,26.098452278589853,-1,-1,2038,53,27
A,Kevin Carlos,Cagliari,12,75.48,Scomm.,Scommessa,,Atalanta Fiorentina Venezia,,,,,,,,,2.9499999999999997,ND,ND,,,7547,36,25
A,Colombo,Genoa,11,74.47,Terza,Rigorista,Titolare,Juventus Bologna Como,0.7450403943454756,37,5.92,6.41,7,1,2,,14.825,15.257868495899583,20.298796216680998,1,1,4923,52,24
A,Adams A.,Venezia,11,74.47,Quarta,Scommessa,,Cagliari Monza Bologna,0. N.D,,,,,,,,8.075000000000001,ND,ND,,,7484,35,26
A,Adams C.,Torino,10,73.3,Quarta,Bonus,Scommessa,Juventus Lazio Lecce,0.6876447080912308,32,5.98,6.64,6,3,0,,3.75,12.601089275771802,17.39896818572657,-1,-1,6646,33,30
A,Tourè E.,Parma,10,73.3,Quarta,Scommessa,Infortuni,Lecce Sassuolo Milan,,,,,,,,,5.95,ND,ND,,,6229,37,25
A,Romero D.,Parma,10,73.3,Quarta,Scommessa,,Lecce Sassuolo Milan,,,,,,,,,3.8249999999999997,ND,ND,,,7554,37,23
A,Raimondo,Frosinone,9,72,Quarta,Scommessa,,Atalanta Como Napoli,0.4231713303878252,1,6,6,0,0,0,,3.625,6.8553755522827675,0,-1,-1,5436,27,22
A,Cutrone,Monza,9,72,Scomm.,Scommessa,Affidabile,Lecce Venezia Atalanta,0.49303161886928765,14,5.71,5.93,1,0,0,,2.2,7.98711222568246,2.899828030954428,-1,-1,2155,23,28
A,Bowie,Sassuolo,9,72,Terza,Scommessa,Bonus,Inter Parma Bologna,0.549296709912035,14,5.96,6.79,4,0,1,,5.125,8.898606700574966,11.599312123817713,1,1,7347,32,24
A,Yeboah J.,Venezia,9,72,Quarta,Affidabile,Bonus,Cagliari Monza Bologna,0. N.D,,,,,,,,4.15,ND,ND,,,6904,27,26
A,Bobcek,Frosinone,9,72,Scomm.,Scommessa,,Atalanta Como Napoli,,,,,,,,,0.975,ND,ND,,,7612,31,25
A,Piccoli,Bologna,8,70.48,Quarta,Scommessa,Subentrante,Atalanta Lecce Napoli,0.6052595551695086,27,5.78,6.24,4,1,1,,6.8500000000000005,8.531738689669393,11.599312123817713,-1,-1,4359,29,25
A,Ghedjemis,Frosinone,8,70.48,Quarta,Bonus,,Atalanta Como Napoli,0. N.D,,,,,,,,1.4749999999999999,ND,ND,,,6530,23,24
A,Vitinha O.,Genoa,8,70.48,Scomm.,Titolare,,Juventus Bologna Como,0.6216261007025347,31,5.95,6.39,5,1,5,,3.6,8.76244151550293,14.49914015477214,1,1,6164,13,26
A,Geubbels,Lecce,8,70.48,Quarta,Scommessa,Rigorista,Parma Bologna Fiorentina,0. N.D,,,,,,,,3.0500000000000003,ND,ND,,,5029,23,25
A,Osmajic,Genoa,8,70.48,,Subentrante,Scommessa,Juventus Bologna Como,,,,,,,,,0.725,ND,ND,,,7600,28,27
A,Bonny,Inter,7,68.81,Scomm.,Affidabile,Bonus,Milan Sassuolo Juventus,0.6583353566602985,27,6.15,6.83,5,4,1,,5.225,7.927509781064149,14.49914015477214,1,-1,6669,15,23
A,Boga,Juventus,7,68.81,Scomm.,Scommessa,Subentrante,Torino Genoa Roma,0.5647538234863488,13,6.19,7.15,4,1,1,,4.25,6.80062435396674,11.599312123817713,1,1,2832,27,29
A,Varela G.,Monza,7,68.81,Quarta,Scommessa,Bonus,Lecce Venezia Atalanta,0. N.D,,,,,,,,5.725,ND,ND,,,7523,40,21
A,Rrahmani Al.,Venezia,7,68.81,Scomm.,Scommessa,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.575,ND,ND,,,7449,13,26
A,Gnonto,Fiorentina,7,,,,,Cagliari Como Lazio,,,,,,,,,1.0250000000000001,ND,ND,,,7623,25,23
A,Sulemana K.,Atalanta,6,66.78,,Scommessa,Subentrante,"Frosinone, Bologna Cagliari",0.5380177373897652,21,6,6.24,2,1,4,,0.575,5.389323675433278,5.799656061908856,1,1,5918,8,24
A,Kvernadze,Frosinone,6,66.78,Quarta,Scommessa,Bonus,Atalanta Como Napoli,0. N.D,,,,,,,,1.975,ND,ND,,,6204,24,23
A,Noslin,Lazio,6,66.78,Scomm.,Subentrante,,Roma Fiorentina Torino,0.5591869961947521,23,6.02,6.5,4,2,4,,0.65,5.601376140882832,11.599312123817713,1,1,6556,8,27
A,Stulic,Lecce,6,66.78,,Inaffidabile,,Parma Bologna Fiorentina,0.6612405730061965,30,5.73,6.12,4,0,1,,0.7,6.6236468198030725,11.599312123817713,1,1,7252,11,25
A,Neres,Napoli,6,66.78,Scomm.,Bonus,Affidabile,Roma Bologna Frosinone,0.5602877550911847,16,6.19,6.84,3,3,3,,2.725,5.6124024427483965,8.699484092863285,1,1,6831,20,29
A,Zapata D.,Torino,6,66.78,Scomm.,Affidabile,Infortuni,Juventus Lazio Lecce,0.6276759312876897,23,5.83,6.13,3,1,0,,0.85,6.287429803708788,8.699484092863285,-1,-1,608,12,35
A,Zeballos,Monza,6,,,,,Lecce Venezia Atalanta,,,,,,,,,0.95,ND,ND,,,7620,18,24
A,Maldini,Cagliari,5,64.25,Quarta,Bonus,Infortuni,Atalanta Fiorentina Venezia,0.5407774179485504,18,5.94,6.31,2,1,1,,3.925,4.343118637899295,5.799656061908856,-1,-1,4896,21,25
A,Birligea,Frosinone,5,,,,,Atalanta Como Napoli,,,,,,,,,0.525,ND,ND,,,7610,11,26
A,Ngonge,Monza,5,,,,,Lecce Venezia Atalanta,,,,,,,,,0.8,ND,ND,,,6145,13,26
A,Borrelli,Cagliari,4,60.96,,Subentrante,,Atalanta Fiorentina Venezia,0.602261721110944,26,5.92,6.46,5,1,4,,0.55,3.6713874518923144,14.49914015477214,1,1,6243,9,
A,Mendy P.,Cagliari,4,60.96,Scomm.,Affidabile,,Atalanta Fiorentina Venezia,0.48969223075375934,8,5.94,6.62,2,0,1,,1,2.9851638386749166,5.799656061908856,1,1,7374,12,19
A,Havel,Genoa,4,60.96,,Scommessa,Subentrante,Juventus Bologna Como,0. N.D,,,,,,,,0.525,ND,ND,,,7453,5,23
A,N'Dri,Lecce,4,60.96,Scomm.,Scommessa,,Parma Bologna Fiorentina,0.5088095903038372,17,5.82,6.09,2,0,3,,0.675,3.1017032624921916,5.799656061908856,1,1,7001,12,26
A,Camarda,Milan,4,60.96,,Subentrante,,Inter Parma Cagliari,0.5499874857702169,18,5.67,5.64,1,0,1,,0.925,3.352723713255242,2.899828030954428,-1,1,6519,20,18
A,Mota,Monza,4,60.96,Scomm.,Affidabile,,Lecce Venezia Atalanta,0. N.D,,,,,,,,0.825,ND,ND,,,5882,8,28
A,Giovane,Napoli,4,60.96,,Scommessa,Affidabile,Roma Bologna Frosinone,0.6475027965608381,31,6,6.45,3,6,2,,0.575,3.947177047834869,8.699484092863285,1,1,7162,7,23
A,Lang,Napoli,4,60.96,Scomm.,Scommessa,,Roma Bologna Frosinone,0.5105022499142541,14,6.04,6.32,1,2,2,,0.975,3.112021715477293,2.899828030954428,1,1,7120,14,27
A,Lucca,Napoli,4,60.96,,Scommessa,Subentrante,Roma Bologna Frosinone,0.46237024679649397,9,5.72,6,1,0,1,,1.3,2.818609024471427,2.899828030954428,-1,-1,6215,12,26
A,Frigan,Parma,4,60.96,,Infortuni,,Lecce Sassuolo Milan,0. N.D.,0,0,0,0,0,0,,0.55,ND,0,,,7213,6,23
A,Kulenovic,Torino,4,60.96,,Scommessa,Subentrante,Juventus Lazio Lecce,0.43427303223694974,7,5.71,5.79,0,1,2,,0.5,2.6473284045164456,0,1,1,7349,9,27
A,Gueye,Udinese,4,60.96,,,,Genoa Lecce Milan,0.4768438771782904,13,5.77,5.92,1,0,2,,0.55,2.9068402752788582,2.899828030954428,1,1,7272,7,20
A,Adorante,Venezia,4,60.96,,Scommessa,Subentrante,Cagliari Monza Bologna,0. N.D,,,,,,,,0.575,ND,ND,,,4387,8,26
A,Robinson J.,Monza,4,60.96,,Subentrante,,Lecce Venezia Atalanta,,,,,,,,,0.575,ND,ND,,,7546,5,19
A,Milik,Juventus,4,60.96,,Infortuni,,Torino Genoa Roma,,,,,,,,,0.575,ND,ND,,,2012,10,32
A,Fatah,Lecce,4,,,,,Parma Bologna Fiorentina,,,,,,,,,0.525,ND,ND,,,7602,14,22
A,Nzola,Cagliari,4,,,,,Atalanta Fiorentina Venezia,,,,,,,,,0.975,ND,ND,,,5336,10,30
A,Ekhator,Juventus,3,56.34,,Subentrante,Scommessa,Torino Genoa Roma,0.5712428920745365,25,5.96,6.28,3,0,3,,0.6,2.413786840460954,8.699484092863285,1,1,6822,10,20
A,Elphege,Parma,3,56.34,,Subentrante,,Lecce Sassuolo Milan,0.5092587695233637,8,6,6.88,2,1,0,,0.75,2.151872930620973,5.799656061908856,1,1,7342,11,25
A,Lontani,Parma,3,,,,,Lecce Sassuolo Milan,,,,,,,,,0.75,ND,ND,,,7561,11,18
A,Trepy,Cagliari,1,35.69,,Scommessa,,Atalanta Fiorentina Venezia,0.416212696690179,3,5.67,5.67,0,0,0,,0.475,0.3713657786218122,0,1,1,7317,2,20
A,Bayo V.,Udinese,1,35.69,,Scommessa,Subentrante,Genoa Lecce Milan,0.4752082095272545,12,5.75,5.83,0,1,0,,0.475,0.42400452495069285,0,1,1,7161,3,29
A,Lisman,Venezia,1,35.69,,,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.45,ND,ND,,,7408,1,20
A,Lauberbach,Venezia,1,35.69,,,,Cagliari Monza Bologna,0. N.D,,,,,,,,0.45,ND,ND,,,7482,1,28
A,De Martis,Parma,1,,,,,Lecce Sassuolo Milan,,,,,,,,,0.45,ND,ND,,,7568,1,18
A,Robinho Junior,Genoa,1,,,,,Juventus Bologna Como,,,,,,,,,0,ND,ND,,,7622,3,
A,Leao,Milan,18,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,4510,75,
A,Nkunku,Milan,13,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,4728,20,
A,Dia,Lazio,10,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,5672,20,
A,Lukaku,Napoli,10,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,2531,45,
P,Di Gregorio,Juventus,9,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,5876,10,
A,Ratkov,Lazio,9,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7313,22,
A,Dallinga,Bologna,8,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6643,10,
D,Norton-Cuffy,Genoa,8,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6814,15,
A,David,Juventus,8,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,5544,25,
D,Gutierrez,Napoli,8,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,5427,26,
D,Djimsiti,Atalanta,7,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,787,16,
P,Suzuki,Parma,7,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6641,20,
C,El Shaarawy,Genoa,7,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,795,25,34
D,Ahanor,Atalanta,6,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6916,13,
A,Mutandwa,Cagliari,6,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6598,7,
P,Perin,Juventus,6,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,218,5,
A,Gimenez,Milan,6,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7008,10,
D,Circati,Parma,6,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6663,18,
C,Ondrejka,Parma,5,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6984,18,
D,Pedersen,Torino,5,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6426,12,
D,Rodriguez R.,Torino,5,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,2169,12,34
D,Zappa,Cagliari,4,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,4461,7,
C,Prati,Cagliari,4,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6424,7,
A,Morata,Como,4,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,313,7,
D,Martin,Genoa,4,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,2593,8,
C,Fofana Y.,Milan,4,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,4686,10,
D,Delli Carri,Monza,4,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,2115,11,
C,El Aynaoui,Roma,4,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6271,13,
D,Ehizibue,Genoa,4,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6047,10,31
A,Kuhn,Como,3,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7128,5,
C,Miretti,Juventus,3,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,5813,7,
D,Athekame,Milan,3,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7211,8,
C,Sorensen O.,Parma,3,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7209,12,
D,Angelino,Roma,3,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,4772,12,
A,Petagna,Monza,2,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,383,5,
A,Buksa,Udinese,2,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7249,4,
A,Enem,Bologna,2,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7627,4,
P,Rossi F.,Atalanta,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,2297,1,35
P,Ciocci,Cagliari,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,4929,1,
D,Raterink,Cagliari,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7346,1,
A,Albarracin,Cagliari,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7338,1,
D,Cuenca A.,Como,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7407,8,
A,Azon,Como,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7027,1,
D,Gelli J.,Frosinone,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7468,1,
D,Oyono J.,Frosinone,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7470,2,
D,Corrado,Frosinone,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7471,1,
D,Vogliacco,Genoa,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6245,2,
D,Matturro,Genoa,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6244,2,
P,Fruchtl,Lecce,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,2401,1,
P,Samooja,Lecce,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6523,1,
D,Perez M.,Lecce,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7164,1,
P,Pizzignacco,Monza,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6682,1,
A,Vaz,Roma,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6981,4,
D,Missori,Sassuolo,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,6189,2,
C,Iannoni,Sassuolo,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7157,1,
A,Moro L.,Sassuolo,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7158,1,
D,Mlacic,Udinese,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7356,3,
C,Camara A.,Udinese,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7392,3,
C,Bjarkason,Venezia,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,5485,3,
P,Vismara,Atalanta,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7545,1,
D,Macchioni,Sassuolo,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7396,1,
C,Sierro,Parma,1,,,aggiunto dal listone ufficiale del 7 settembre 2026,,,,,,,,,,,,,,,,7628,1,
