id,nome,squadra,ruolo,fonti_squadra,peso_titolare,titolarita_web,accordo,presenze_web,fonti_che_lo_schierano,ballottaggio_con,ballottaggio_id,ballottaggio_pct,rigorista_web,rigorista_fonti,stato,rientro_stimato,partite_saltate,fuori_lista
6883,Jean,Lecce,D,7.0,0.4,0.057,0.886,14.4,1,,,,,0,,,,0
6884,Conceicao,Juventus,C,7.0,7.0,1.0,1.0,30.4,5,,,,,0,,,,0
6889,Anjorin,Torino,C,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6890,Moreno M.,Venezia,D,5.0,1.0,0.2,0.6,16.8,1,,,,,0,,,,0
6892,Schingtienne,Venezia,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6893,Kempf,Como,D,5.0,0.8,0.16,0.68,16.1,1,,,,,0,,,,0
6895,Dominguez B.,Sassuolo,C,5.0,0.8,0.16,0.68,17.0,1,,,,,0,,,,0
6896,Van Der Brempt,Sassuolo,D,5.0,4.0,0.8,0.6,27.0,4,,,,,0,,,,0
6898,Keita M.,Parma,C,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
6903,Hasa,Frosinone,C,5.0,0.4,0.08,0.84,15.8,1,,,,,0,,,,0
6904,Yeboah J.,Venezia,A,5.0,4.1,0.82,0.64,27.1,4,,,,,0,,,,0
6908,Atta,Fiorentina,C,5.0,3.5,0.7,0.4,25.6,4,,,,,0,,,,0
6916,Ahanor,Atalanta,D,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6917,Masini,Frosinone,C,5.0,4.0,0.8,0.6,27.2,3,,,,,0,,,,0
6925,Palma,Udinese,D,7.0,0.0,0.0,1.0,13.0,0,Kabasele,4263,41,,0,problema muscolare all adduttore,2026-09-15,1,0
6956,Solet,Udinese,D,7.0,6.8,0.971,0.943,29.1,5,,,,2,2,problema muscolare alla gamba,2026-09-18,1,0
6966,Butez,Como,P,5.0,5.0,1.0,1.0,34.1,4,,,,,0,,,,0
6967,Diao,Como,A,5.0,5.0,1.0,1.0,30.1,4,,,,,0,,,,0
6977,Otoa,Genoa,D,5.0,0.7,0.14,0.72,15.8,1,,,,,0,,,,0
6980,Venturino,Genoa,C,5.0,0.0,0.0,1.0,12.6,0,,,,,0,operato al tendine rotuleo,2026-10-27,5,0
6981,Vaz,Roma,A,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6984,Ondrejka,Parma,C,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
6985,Candè,Sassuolo,D,5.0,0.0,0.0,1.0,13.0,0,,,,,0,rottura del legamento crociato anteriore,2026-09-15,1,0
6986,Rensch,Roma,D,5.0,0.7,0.14,0.72,15.8,1,,,,,0,,,,0
6989,Tiago Gabriel,Lecce,D,7.0,6.6,0.943,0.886,29.4,5,,,,,0,,,,0
6990,Veiga D.,Lecce,D,7.0,6.8,0.971,0.943,29.9,5,,,,,0,,,,0
6994,Perez K.,Venezia,C,5.0,3.0,0.6,0.2,24.0,2,Sohm,5319,54,,0,,,,0
7001,N'Dri,Lecce,A,7.0,2.2,0.314,0.371,18.5,2,Monteiro J.,7619,45,,0,,,,0
7008,Gimenez,Milan,A,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7012,Provstgaard,Lazio,D,7.0,5.8,0.829,0.657,27.5,4,,,,,0,,,,0
7014,Smolcic I.,Como,D,5.0,1.1,0.22,0.56,17.1,1,,,,,0,,,,0
7017,Douvikas,Como,A,5.0,3.0,0.6,0.2,23.3,2,Kean,2097,46,3,2,,,,0
7023,Pellegrino M.,Fiorentina,A,5.0,4.0,0.8,0.6,26.7,3,Beto,5694,51,3,2,,,,0
7027,Azon,Como,A,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7036,Bakola,Sassuolo,C,5.0,4.1,0.82,0.64,27.5,4,Adzic,6677,65,,0,noie fisiche,2026-09-11,0,0
7048,De Marzi,Roma,P,5.0,0.02,0.004,0.992,2.4,1,,,,,0,,,,0
7060,Cacciamani,Torino,C,5.0,4.0,0.8,0.6,27.2,3,Belghali,7220,71,,0,,,,0
7068,Vitik,Bologna,D,5.0,0.7,0.14,0.72,15.8,1,,,,,0,,,,0
7069,Fortini,Torino,D,5.0,3.0,0.6,0.2,23.6,2,,,,,0,,,,0
7070,Sucic P.,Inter,C,5.0,2.0,0.4,0.2,20.9,1,Zielinski,152,,,0,,,,0
7071,Esposito F.P.,Inter,A,5.0,2.0,0.4,0.2,20.0,1,Thuram,4871,,,0,,,,0
7078,Mastantuono,Fiorentina,C,5.0,5.0,1.0,1.0,30.4,4,,,,1,2,,,,0
7092,Jovanovic,Udinese,C,7.0,0.7,0.1,0.8,16.1,1,,,,,0,,,,0
7120,Lang,Napoli,A,5.0,1.1,0.22,0.56,16.9,1,,,,,0,,,,0
7125,Idrissi R.,Cagliari,D,7.0,0.0,0.0,1.0,11.6,0,,,,,0,rottura del legamento crociato,2026-10-27,5,0
7126,Baturina,Como,C,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
7127,Addai,Como,C,5.0,0.0,0.0,1.0,14.1,0,,,,,0,rottura del tendine d Achille,2026-09-18,1,0
7128,Kuhn,Como,A,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7129,Rodriguez Je.,Como,C,5.0,1.2,0.24,0.52,18.3,1,,,,,0,,,,0
7131,Floriani Mussolini,Lazio,D,7.0,3.8,0.543,0.086,22.6,2,Lazzari,2263,,,0,,,,0
7138,Ordonez C.,Parma,C,5.0,2.0,0.4,0.2,20.9,1,,,,,0,,,,0
7146,Tourè I.,Monza,C,5.0,1.0,0.2,0.6,17.7,1,,,,,0,,,,0
7154,Odenthal,Sassuolo,D,5.0,0.5,0.1,0.8,15.1,1,,,,,0,,,,0
7156,Pieragnolo,Sassuolo,D,5.0,0.0,0.0,1.0,12.7,0,,,,,0,lesione del legamento crociato anteriore,2026-10-10,2,0
7157,Iannoni,Sassuolo,C,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7158,Moro L.,Sassuolo,A,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7161,Bayo V.,Udinese,A,7.0,0.7,0.1,0.8,14.9,1,,,,,0,,,,0
7162,Giovane,Napoli,A,5.0,0.0,0.0,1.0,12.5,0,,,,,0,"ernia inguinale, operato il 3 settembre",2026-10-05,2,0
7164,Perez M.,Lecce,D,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7165,Liteta,Cagliari,C,7.0,0.4,0.057,0.886,15.4,1,,,,,0,,,,0
7172,Pessina Mas.,Bologna,P,5.0,0.1,0.02,0.96,2.9,1,,,,,0,,,,0
7175,Joao Mario,Fiorentina,D,5.0,2.0,0.4,0.2,20.2,1,,,,,0,,,,0
7181,Wesley,Roma,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
7182,Ndaba,Lecce,D,7.0,0.8,0.114,0.771,15.3,1,Gallo,4502,,,0,,,,0
7183,Aboukhlal,Torino,C,5.0,0.6,0.12,0.76,16.4,1,,,,,0,,,,0
7198,Piotrowski,Udinese,C,7.0,6.7,0.957,0.914,25.8,5,Miller L.,7208,61,,0,ablazione per aritmia benigna,2026-10-27,5,0
7202,Ndiaye,Parma,D,5.0,1.1,0.22,0.56,17.1,1,,,,,0,,,,0
7203,Jashari,Milan,C,7.0,1.1,0.157,0.686,17.0,1,Modric,2606,,,0,,,,0
7208,Miller L.,Udinese,C,7.0,1.2,0.171,0.657,17.2,1,Piotrowski,7198,28,,0,,,,0
7209,Sorensen O.,Parma,C,5.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7211,Athekame,Milan,D,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7212,Heggem,Bologna,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
7213,Frigan,Parma,A,5.0,0.8,0.16,0.68,15.9,1,,,,,0,,,,0
7219,Bernasconi,Atalanta,D,5.0,3.2,0.64,0.28,24.3,3,Kolasinac,2640,67,,0,,,,0
7220,Belghali,Torino,D,5.0,4.2,0.84,0.68,27.7,4,Cacciamani,7060,52,,0,,,,0
7223,Vergara,Napoli,C,5.0,2.0,0.4,0.2,20.9,1,,,,,0,,,,0
7232,Fernandez T.,Venezia,C,5.0,1.1,0.22,0.56,18.0,1,,,,,0,,,,0
7235,Troilo,Parma,D,5.0,5.0,1.0,1.0,30.4,4,,,,,0,,,,0
7238,Kouadio,Monza,D,5.0,3.0,0.6,0.2,23.6,2,,,,,0,,,,0
7240,Siebert,Lecce,D,7.0,3.0,0.429,0.143,20.7,2,,,,,0,,,,0
7248,Gorter,Lecce,C,7.0,5.1,0.729,0.457,26.1,4,Maleh,5457,55,,0,,,,0
7249,Buksa,Udinese,A,7.0,0.0,0.0,1.0,0.0,0,,,,,0,,,,1
7252,Stulic,Lecce,A,7.0,4.8,0.686,0.371,24.8,3,Geubbels,5029,,2,2,,,,0
7253,Bella-Kotchap,Venezia,D,5.0,5.0,1.0,1.0,28.8,4,,,,,0,risentimento all adduttore della gamba destra,2026-10-05,2,0
7255,Britschgi,Parma,D,5.0,2.0,0.4,0.2,20.2,1,,,,,0,,,,0
7260,Ziolkowski,Monza,D,5.0,3.0,0.6,0.2,23.6,3,,,,,0,fascite plantare,2026-09-11,0,0
